title,price,comments,details_urls,shoop
简农杏干 120g 【简农新疆无核杏干】2021新品新疆特产杏干休闲小零食 120g*4,84.80,1,https://item.m.jd.com/product/10039827942382.html?_fd=jdm&amp;price=84.80&amp;fs=1,百越零食专营店
5折 宏泰记蜜饯杨梅陈皮话梅加应子芒果乌梅整袋2500克零食5斤 新疆玉杏(整袋5斤),123.50,0,https://item.m.jd.com/product/69298004650.html?_fd=jdm&amp;price=123.50&amp;fs=1,初然食品专营店
李广杏干甘肃敦煌/新疆特产杏皮水原料新鲜杏子带核,53.00,13,https://item.m.jd.com/product/71452470258.html?_fd=jdm&amp;price=53.00&amp;fs=1,聚公茂休闲食品专营店
杏脯夹核桃仁土耳其大黑杏夹纸皮核桃仁杏包核桃新疆杏福恋仁,90.00,0,https://item.m.jd.com/product/10031932034126.html?_fd=jdm&amp;price=90.00&amp;fs=1,东业食品专营店
【乌鲁木齐馆】新疆网红奶枣巴旦木夹心杏仁大枣 奶酪红枣 独立包装袋装 方便零食新货 奶酪泡芙枣 1000g,78.00,87,https://item.m.jd.com/product/10035628054953.html?_fd=jdm&amp;price=78.00&amp;fs=1,中国特产·乌鲁木齐馆
西域皇后奶枣 奶枣西域皇后奶枣500g网红奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*2包,121.00,22,https://item.m.jd.com/product/10035422752763.html?_fd=jdm&amp;price=121.00&amp;fs=1,迈芙休闲食品旗舰店
【现货速发】小小的我甜杏肉40g/包 新疆特产英吉沙色买提甜杏西肉梅果干果脯营养代餐办公室休闲食品 西梅干袋装【40g*6包】,36.90,500,https://item.m.jd.com/product/10025519568471.html?_fd=jdm&amp;price=36.90&amp;fs=1,优乐德旗舰店
新疆小白杏干库车甜杏干树上干杏无添加 【新疆小白杏干】半斤装,29.00,200,https://item.m.jd.com/product/65009851333.html?_fd=jdm&amp;price=29.00&amp;fs=1,晓器猴食品专营店
简农无核杏干新疆特产杏干休闲小零食 原味,39.10,1,https://item.m.jd.com/product/10034728874432.html?_fd=jdm&amp;price=39.10&amp;fs=1,强豪营养保健旗舰店
5折新疆杏肉500g甘草杏无核大杏干酸甜杏脯小袋蜜饯果干 500g,50.00,1,https://item.m.jd.com/product/10029924523676.html?_fd=jdm&amp;price=50.00&amp;fs=1,亚维食品专营店
新疆特产干果 原味吊死杏干 一杏两吃 休闲小零食 420g（袋装）,24.00,500,https://item.m.jd.com/product/62290709491.html?_fd=jdm&amp;price=24.00&amp;fs=1,中国特产·霍尔果斯馆
【沙漠玉珠】21年新货新疆特产大杏干无核黑杏干杏肉零食自然原味500g果干不加糖香甜软糯肉厚劲道 新疆无核大杏干500克*1袋,43.80,500,https://item.m.jd.com/product/39658802188.html?_fd=jdm&amp;price=43.80&amp;fs=1,沙漠玉珠旗舰店
阿克苏小白杏干散装吊干杏天然树上吊死干杏脯零食新疆特产 精选库车小白杏干【1000克】,48.05,22,https://item.m.jd.com/product/10026947105162.html?_fd=jdm&amp;price=48.05&amp;fs=1,义和祥食品专营店
新疆特产土耳其黄杏脯 大黑杏干 无核杏肉厚 黑黄组合500g,45.00,100,https://item.m.jd.com/product/32062068748.html?_fd=jdm&amp;price=45.00&amp;fs=1,乐图生鲜专营店
吊干杏干1000g无添加天然新疆特产2021年新货树上干杏脯新疆杏干 新疆杏干500g,29.90,200,https://item.m.jd.com/product/10027321415101.html?_fd=jdm&amp;price=29.90&amp;fs=1,中国特产·北屯馆
【每果时光】新疆红杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯蔬果干  【2斤酸甜可口】净含量：250g*4包,54.00,1000,https://item.m.jd.com/product/10029095874437.html?_fd=jdm&amp;price=54.00&amp;fs=1,锦玥食品专营店
简农古树杏干新疆无核杏干新品新疆特产杏干休闲小零食120gX4包 8包简农无核杏干(8*120g),122.56,7,https://item.m.jd.com/product/10037212711803.html?_fd=jdm&amp;price=122.56&amp;fs=1,娘舅家旗舰店
新鲜新疆吊干杏500g 四团树上吊干杏肉蜜饯果脯 天然杏干休闲零食真空包装阿克苏农家特产 树上干杏500g,42.80,64,https://item.m.jd.com/product/10036310065144.html?_fd=jdm&amp;price=42.80&amp;fs=1,聚沐食品专营店
腾飞荣达新疆杏肉500g甘草杏核大杏干酸甜杏脯小袋装蜜饯果 腾飞新疆杏肉500g,46.00,20,https://item.m.jd.com/product/10027568980061.html?_fd=jdm&amp;price=46.00&amp;fs=1,柏奈儿官方旗舰店
黑杏干杏脯天然无添加无糖散装非新疆特产酸甜树上吊死干 超大无核黑杏干500克,65.66,4,https://item.m.jd.com/product/10030856516822.html?_fd=jdm&amp;price=65.66&amp;fs=1,涵宇通零食专营店
5折 新疆杏干树上干杏级四团吊干杏吊死杏干500g特产新货 四团吊干杏500g/袋x2【掌柜】,226.00,9,https://item.m.jd.com/product/10027849380330.html?_fd=jdm&amp;price=226.00&amp;fs=1,辰浩食品专营店
新疆新红杏干 核 1g杏脯果脯罐装酸甜杏子蜜饯零食班房  食品 新货罐装红杏干1000g,80.20,4,https://item.m.jd.com/product/10029694635491.html?_fd=jdm&amp;price=80.20&amp;fs=1,班房食品专营店
新货新疆杏干伊犁天然吊干杏1000g 小吊干杏2斤,80.00,500,https://item.m.jd.com/product/56452204458.html?_fd=jdm&amp;price=80.00&amp;fs=1,空间之锋农资专营店
新货新疆吊干杏四团树上吊死干杏干特级无添加农家天然阿克苏 中果吊干杏500克/包x2,104.00,200,https://item.m.jd.com/product/72182142051.html?_fd=jdm&amp;price=104.00&amp;fs=1,倪芳食品专营店
幸福英吉沙杏干 色买提杏脯 蜜饯果干杏肉 杏仁 新疆特产办公休闲小零食多品种营养健康 英吉沙蜜饯杏肉,42.90,13,https://item.m.jd.com/product/10026238898043.html?_fd=jdm&amp;price=42.90&amp;fs=1,中国特产·新疆农特产馆
新疆阿克苏四团吊干杏树上杏干可一杏两吃无添加天然500g吊死干原味杏包仁 小杏干200g(试吃装),25.00,22,https://item.m.jd.com/product/10031100883748.html?_fd=jdm&amp;price=25.00&amp;fs=1,红宇零食专营店
【2021新货 顺丰】新疆杏干 树上干杏 阿克苏吊干杏干 小红杏干新疆特产零食 吊干杏干500g,49.00,44,https://item.m.jd.com/product/10026715883205.html?_fd=jdm&amp;price=49.00&amp;fs=1,爱果生鲜专营店
果业吊死杏干500g新疆吊干杏零食特产带核杏肉,42.00,0,https://item.m.jd.com/product/70781816131.html?_fd=jdm&amp;price=42.00&amp;fs=1,沫娅娜熟食卤味专营店
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 一级2袋,70.40,1000,https://item.m.jd.com/product/69213978210.html?_fd=jdm&amp;price=70.40&amp;fs=1,谛卡洛食品专营店
黄杏干酸甜杏脯杏干新疆特产杏肉干无500g 土耳其--黑杏脯500g,82.00,0,https://item.m.jd.com/product/69442874295.html?_fd=jdm&amp;price=82.00&amp;fs=1,班之宇食品专营店
黄金田园 土耳其杏干天然杏脯非新疆树上干杏无核特级杏肉非散装 200g/袋 强烈推荐！土耳其杏干200g*5袋,59.90,2000,https://item.m.jd.com/product/70897420902.html?_fd=jdm&amp;price=59.90&amp;fs=1,黄金田园食品官方旗舰店
杏干新疆特产天然晒干树上小白杏干吊干杏 【小白杏干】2斤更实惠,78.00,76,https://item.m.jd.com/product/56795939263.html?_fd=jdm&amp;price=78.00&amp;fs=1,空间之锋农资专营店
黄金田园 无核甜杏干 新疆特产树上杏干零食 200g*2,32.00,1000,https://item.m.jd.com/product/34746097355.html?_fd=jdm&amp;price=32.00&amp;fs=1,黄金田园食品官方旗舰店
宏泰记果脯蜜饯话梅肉陈皮酵素梅新疆玉杏无花果酸Q梅杨梅蓝莓李果组合办公室休闲零食混合果干 混合口味1000g,48.80,1000,https://item.m.jd.com/product/32106442560.html?_fd=jdm&amp;price=48.80&amp;fs=1,大眼蛙食品专营店
【现货速发】小小的我甜杏肉40g/包 新疆特产英吉沙色买提甜杏西肉梅果干果脯营养代餐办公室休闲食品 杏肉袋装【40g*4包】,36.90,500,https://item.m.jd.com/product/10025519568470.html?_fd=jdm&amp;price=36.90&amp;fs=1,优乐德旗舰店
5折 杏干原味 新疆伊犁四团吊干杏树上杏干吊死干原味杏包仁XG 大杏干500g,40.00,0,https://item.m.jd.com/product/71440810824.html?_fd=jdm&amp;price=40.00&amp;fs=1,贝乐时光特产专营店
大漠野宝 杏干无核无添加杏脯黑杏脯特级大黑杏干250g原色原味新疆土耳其杏干 250克*1罐,26.90,18,https://item.m.jd.com/product/10038485055087.html?_fd=jdm&amp;price=26.90&amp;fs=1,大漠野宝旗舰店
山西特产休闲零食杏肉杏条阳高杏脯500g×3袋无核新疆杏干条 酸甜杏条2袋偏甜杏条1袋,84.00,100,https://item.m.jd.com/product/69885885445.html?_fd=jdm&amp;price=84.00&amp;fs=1,好味铺园艺专营店
新疆特产四团杏干天然晒原味吊干杏新鲜散装无蔗糖吊干杏 一级吊干杏500克x1包,37.40,10,https://item.m.jd.com/product/71315252349.html?_fd=jdm&amp;price=37.40&amp;fs=1,义和祥食品专营店
新疆特产伊犁树上干杏天然无自然风干杏两吃的杏干500g1 二级500g,48.00,41,https://item.m.jd.com/product/71743582076.html?_fd=jdm&amp;price=48.00&amp;fs=1,班之宇食品专营店
新疆阿克苏四团吊干杏树上杏干可一杏两吃天然500g吊死干原味杏包仁 小杏干500g*2袋,55.00,22,https://item.m.jd.com/product/10028015940317.html?_fd=jdm&amp;price=55.00&amp;fs=1,谦钰零食专营店
新疆伊犁树上吊干杏500g /袋小白杏干特级吊死杏干果脯20年新货,48.00,6,https://item.m.jd.com/product/35133352811.html?_fd=jdm&amp;price=48.00&amp;fs=1,卓之鲜果蔬专营店
【破损包赔】思宏奶酪枣网红零食酸奶雪花枣巴旦木夹心红枣杏仁手工新疆奶芙枣 巴旦木奶枣250g*2袋-单粒包装(超值),39.90,200,https://item.m.jd.com/product/10026099166392.html?_fd=jdm&amp;price=39.90&amp;fs=1,子航食品专营店
黄杏干酸甜杏脯杏干新疆特产杏肉干无500g 土耳其--黄杏脯500g,70.00,0,https://item.m.jd.com/product/69442874296.html?_fd=jdm&amp;price=70.00&amp;fs=1,班之宇食品专营店
【每果时光】新疆红杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯蔬果干 【1斤酸甜可口】净含量：250g*2包,28.80,1000,https://item.m.jd.com/product/10029095874436.html?_fd=jdm&amp;price=28.80&amp;fs=1,锦玥食品专营店
新疆特产伊犁树上杏干自然吊死干杏肉杏仁一杏两吃500g杏脯干 500克*【2袋】,109.00,1,https://item.m.jd.com/product/70781663473.html?_fd=jdm&amp;price=109.00&amp;fs=1,沫娅娜熟食卤味专营店
梅情梅趣甘草杏甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 脆梅500克(有核),37.70,3,https://item.m.jd.com/product/10023692533846.html?_fd=jdm&amp;price=37.70&amp;fs=1,青迅淳宝零食专营店
吊干杏新疆杏干特级新鲜树上干杏干杏仁 一级2斤 今年新货,90.00,2,https://item.m.jd.com/product/10032465953274.html?_fd=jdm&amp;price=90.00&amp;fs=1,田美休闲食品专营店
土耳其黄杏干特级酸甜杏脯杏干500g新疆特产杏肉干孕妇天然无1 黑杏脯500g*2袋,134.00,0,https://item.m.jd.com/product/71504317696.html?_fd=jdm&amp;price=134.00&amp;fs=1,班之宇食品饮料专营店
无核杏干500g新疆特级偏酸红杏果脯杏子吊脯干天然散装解馋小零食 1斤：无核杏干(250克x2袋),42.48,1,https://item.m.jd.com/product/10030044308379.html?_fd=jdm&amp;price=42.48&amp;fs=1,四通博运休闲零食专营店
杏干新货2斤树上干杏天然晾晒新鲜新疆特产吊干杏 特级新货一斤,52.00,5,https://item.m.jd.com/product/67680413027.html?_fd=jdm&amp;price=52.00&amp;fs=1,采瑞园艺专营店
【新鲜上市】新疆西梅新鲜正宗喀什法兰西甜西梅当季水果整箱应季李子送礼礼盒整箱 1斤【试吃装】,65.80,65,https://item.m.jd.com/product/10034714238709.html?_fd=jdm&amp;price=65.80&amp;fs=1,千朵云果蔬旗舰店
品田佳新疆杏干500g独立小包装杏脯杏干甘草杏休闲零食杏条杏肉有核杏干 新疆杏干500克,17.80,11,https://item.m.jd.com/product/68245024748.html?_fd=jdm&amp;price=17.80&amp;fs=1,锦绣花火食品专营店
西域果园_树上干杏360g*2袋 天然吊死杏干杏肉杏脯新疆特产批发 360g,29.90,500,https://item.m.jd.com/product/66520218771.html?_fd=jdm&amp;price=29.90&amp;fs=1,西域果园地方特产旗舰店
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯 精品杏干罐装500g 无核杏干500g,35.80,200,https://item.m.jd.com/product/10026687071637.html?_fd=jdm&amp;price=35.80&amp;fs=1,农香森旗舰店
库车杏干无添加天然豪霞利克新疆轮台小白杏干 特产坚果杏子干 小白杏干真空包装1000克,90.70,0,https://item.m.jd.com/product/10038514740405.html?_fd=jdm&amp;price=90.70&amp;fs=1,星屹食品专营店
【好货京选】杏干土耳其进口原味无核大果黄杏干黑杏干500g新疆酸甜杏肉杏脯休闲零食孕妇蜜饯新鲜干果 黄杏干 250g*4 共四包,74.00,2,https://item.m.jd.com/product/10039195702531.html?_fd=jdm&amp;price=74.00&amp;fs=1,俏芸麦旗舰店
二杠头奶酪枣夹杏仁奶枣网红抖音炒奶枣炒货巴旦木夹心奶酪新疆红枣零食 奶酪枣【抹茶味夹心款】 500g独立包装,25.00,1,https://item.m.jd.com/product/10040554647717.html?_fd=jdm&amp;price=25.00&amp;fs=1,秋严旗舰店
木亚格杏干 自然集新疆特产木亚格杏干核休闲食果干225g（多规格） 2包,126.00,4,https://item.m.jd.com/product/10036250922322.html?_fd=jdm&amp;price=126.00&amp;fs=1,SKINNENDE营养健康旗舰店
冻葩FD冻干杏干30g新疆杏干泡果茶非油炸酸到流口水,21.90,6,https://item.m.jd.com/product/10035175620752.html?_fd=jdm&amp;price=21.90&amp;fs=1,好熟悉旗舰店
耳其杏干500g大杏干新疆杏脯无核大黑杏干原色原味孕妇零食 黑杏干500*2罐,76.00,500,https://item.m.jd.com/product/10031517653506.html?_fd=jdm&amp;price=76.00&amp;fs=1,中国特产·邛崃助农馆
新疆特产四团杏干天然晒原味吊干杏新鲜散装无蔗糖吊干杏 特级吊干杏500克x2包,82.70,10,https://item.m.jd.com/product/71315252353.html?_fd=jdm&amp;price=82.70&amp;fs=1,义和祥食品专营店
新货新疆杏干伊犁天然吊干杏1000g 大吊干杏2斤,99.00,500,https://item.m.jd.com/product/56452204459.html?_fd=jdm&amp;price=99.00&amp;fs=1,空间之锋农资专营店
每果时光 新疆杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯果蔬水果干 【1斤】精品杏干：250g*2包,28.80,10000,https://item.m.jd.com/product/10020756426543.html?_fd=jdm&amp;price=28.80&amp;fs=1,每果时光旗舰店
西域果园 新疆特产树上干杏360g吊死杏干原味自然风干杏肉360g,20.90,500,https://item.m.jd.com/product/100022121486.html?_fd=jdm&amp;price=20.90&amp;fs=1,西域果园京东自营旗舰店
新疆特产杏包仁无核杏干夹阿克苏185核桃仁果干不加糖杏脯夹核桃零食坚果组合酸甜香脆 杏干夹核桃仁500克/袋,49.80,9,https://item.m.jd.com/product/10038582724947.html?_fd=jdm&amp;price=49.80&amp;fs=1,沙漠玉珠旗舰店
新疆伊犁四团吊干杏树上杏干天然500g吊死干原味杏包仁 小杏干500g,29.70,100,https://item.m.jd.com/product/63555226361.html?_fd=jdm&amp;price=29.70&amp;fs=1,美珠食品饮料专营店
新疆新货库车小白杏干很甜吊死干500g 500克,66.00,2,https://item.m.jd.com/product/10029630655346.html?_fd=jdm&amp;price=66.00&amp;fs=1,思之惠食品专营店
大漠野宝  小白杏干新疆库车吊树干250g杏干原味无添加杏脯杏肉干果 250克*1罐,32.90,11,https://item.m.jd.com/product/10038485668331.html?_fd=jdm&amp;price=32.90&amp;fs=1,大漠野宝旗舰店
神恋 新疆英吉沙杏肉 去核杏干天然无添加糖果脯蜜饯小孩孕妇休闲健康零食小吃果干 80g/袋装,12.90,19,https://item.m.jd.com/product/10034209892983.html?_fd=jdm&amp;price=12.90&amp;fs=1,田间口袋食品旗舰店
西域皇后奶枣 奶枣西域皇后奶枣500g网红奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*1包,58.50,56,https://item.m.jd.com/product/10025965691822.html?_fd=jdm&amp;price=58.50&amp;fs=1,梦磊新休闲食品专营店
西域美农 大白杏干250g 新疆特产干果杏脯大白干杏办公室零食,19.80,200,https://item.m.jd.com/product/26593968438.html?_fd=jdm&amp;price=19.80&amp;fs=1,牛哥食品专营店
山西特产休闲零食杏肉杏条阳高杏脯500g×3袋无核新疆杏干条 偏甜杏条2袋酸甜杏条1袋,84.00,100,https://item.m.jd.com/product/69885885446.html?_fd=jdm&amp;price=84.00&amp;fs=1,好味铺园艺专营店
新疆小白杏干伊犁库车自然风干原味树上吊死干杏500克,58.00,38,https://item.m.jd.com/product/34804602768.html?_fd=jdm&amp;price=58.00&amp;fs=1,臻之鲜生鲜专营店
吉饮食品吊干杏干土耳其黑杏干新疆无核杏肉杏脯无添加天然果干蜜饯小零食 红杏干500g【软糯酸甜】一级,85.35,3,https://item.m.jd.com/product/10038731725886.html?_fd=jdm&amp;price=85.35&amp;fs=1,吉饮食品专营店
杏干500g吊干杏脯新疆树上干红杏子肉蜜饯果脯酸甜零食 精品杏干250克,20.00,6,https://item.m.jd.com/product/10036226614206.html?_fd=jdm&amp;price=20.00&amp;fs=1,格诗休闲食品专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣1斤装,11.80,1000,https://item.m.jd.com/product/10040068113944.html?_fd=jdm&amp;price=11.80&amp;fs=1,敏润彩弘食品专营店
【顺丰】2021新货 新疆大吊干杏新疆特产500g树上杏干杏脯干新货 500g 吊干杏500g特级,48.00,11,https://item.m.jd.com/product/10025164137321.html?_fd=jdm&amp;price=48.00&amp;fs=1,爱果水果专营店
金觅 杏干无核原味杏脯新疆土耳其大颗杏干果干原色原味孕妇零食罐装 精选黑杏干250gX1罐,29.80,7,https://item.m.jd.com/product/10038455046206.html?_fd=jdm&amp;price=29.80&amp;fs=1,金觅旗舰店
伊梨果丹皮 诗梦园新疆伊犁老式果丹皮小时候的味道酸甜苹果杏子 杏子500克+苹果500克,109.20,5,https://item.m.jd.com/product/10034535199655.html?_fd=jdm&amp;price=109.20&amp;fs=1,城宇食品专营店
思宏奶酪枣网红零食酸奶雪花枣巴旦木夹心红枣杏仁手工新疆奶芙枣 巴旦木奶枣250g*2袋-单粒包装,52.00,12,https://item.m.jd.com/product/10026878699717.html?_fd=jdm&amp;price=52.00&amp;fs=1,维佳锦晨零食专营店
枣粮先生  奶枣网红休闲健康零食杏仁巴旦木夹心新疆红枣奶芙  多口味奶酪枣 【不含巴旦木】乳心奶酪枣250g,19.90,5000,https://item.m.jd.com/product/10023593537761.html?_fd=jdm&amp;price=19.90&amp;fs=1,枣粮先生旗舰店
新疆特产杏干晒原味吊干杏新鲜散装吊干杏 特级吊干杏500克×2包,83.00,4,https://item.m.jd.com/product/71069828159.html?_fd=jdm&amp;price=83.00&amp;fs=1,澳荣联德食品专营店
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 甘草杏180g*2,23.90,200,https://item.m.jd.com/product/10029211456568.html?_fd=jdm&amp;price=23.90&amp;fs=1,中国特产·喀什馆
杏干土耳其进口500g原味无核无添加红杏干黄杏干黑杏干新疆杏肉杏脯 红杏干 250g*4 共四包,69.90,5000,https://item.m.jd.com/product/10025547483497.html?_fd=jdm&amp;price=69.90&amp;fs=1,添霖食品专营店
新疆特产杏干晒原味吊干杏新鲜散装吊干杏 特级吊干杏500克×1包,48.00,4,https://item.m.jd.com/product/71069828157.html?_fd=jdm&amp;price=48.00&amp;fs=1,澳荣联德食品专营店
【无核杏肉】500g新疆伊犁特产自然晒干天然无添加无核大黑杏脯大杏干无核杏脯杏肉黄肉 尝鲜价500克黄杏脯,110.00,98,https://item.m.jd.com/product/66110006981.html?_fd=jdm&amp;price=110.00&amp;fs=1,闻联食品专营店
小小的我新疆甜杏肉320g /盒 新疆英吉沙杏甜杏肉孕妇零食杏干果干果脯无核酸甜 160g袋装,36.90,14,https://item.m.jd.com/product/10036491571325.html?_fd=jdm&amp;price=36.90&amp;fs=1,饭否特产专营店
西域皇后奶枣 奶枣西域皇后奶枣500g网红奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*2包,111.60,56,https://item.m.jd.com/product/10025965691823.html?_fd=jdm&amp;price=111.60&amp;fs=1,梦磊新休闲食品专营店
5折 新疆吊干杏伊犁树上吊死干散装休闲零食水果杏干杏果脯 1000g,120.00,4,https://item.m.jd.com/product/10021173391006.html?_fd=jdm&amp;price=120.00&amp;fs=1,讯鹏特产专营店
西域美农 白杏干250g袋 新疆特产 蜜饯果干 杏脯大白干杏孕妇零食 250g/袋,66.90,1000,https://item.m.jd.com/product/10026001507098.html?_fd=jdm&amp;price=66.90&amp;fs=1,中国特产·武功助农馆
西域美农 白杏干250g袋 新疆特产 蜜饯果干 杏脯大白干杏孕妇零食 250g,26.90,1000,https://item.m.jd.com/product/10026730284930.html?_fd=jdm&amp;price=26.90&amp;fs=1,中国特产·武功助农馆
新货新疆吊干杏四团树上吊死干杏干特级无添加农家天然阿克苏 中果吊干杏500克/包,68.00,200,https://item.m.jd.com/product/72182142048.html?_fd=jdm&amp;price=68.00&amp;fs=1,倪芳食品专营店
安萁土耳其杏不添加无核黑杏干原味杏脯新疆250g天然孕妇零食原色原味,27.80,100,https://item.m.jd.com/product/10026122679155.html?_fd=jdm&amp;price=27.80&amp;fs=1,安萁官方旗舰店
简农无核杏干 简农129g杏干新疆果糖无核休闲袋装自封口 129g*4,84.00,0,https://item.m.jd.com/product/10033435595740.html?_fd=jdm&amp;price=84.00&amp;fs=1,佩曼吉方便食品专营店
新疆特产杏包仁120g三包杏干夹核桃仁抱抱果大漠马卡龙英吉沙杏干夹和田核桃仁休闲零食 杏包仁120g 实惠装3包装,39.90,1,https://item.m.jd.com/product/10039162781107.html?_fd=jdm&amp;price=39.90&amp;fs=1,和田印象生鲜专营店
豆乐奇新疆2021新货库车小白杏超甜树上杏干吊干杏 杏干2斤,110.00,1,https://item.m.jd.com/product/10039654980249.html?_fd=jdm&amp;price=110.00&amp;fs=1,永顺休闲零食专营店
问君 红杏干 蜜饯果干 新疆特产办公室休闲零食杏脯 树上干杏500g/袋 500g*2袋【偏甜杏干】,49.90,500,https://item.m.jd.com/product/10036432298399.html?_fd=jdm&amp;price=49.90&amp;fs=1,问君红枣官方旗舰店
牧果人 新疆无核杏肉干500g罐装 红杏干吊干杏杏肉树上酸杏子果脯蜜饯特产网红办公室休闲零食小吃批发 新鲜无核杏干2斤（500g*2罐）,59.80,500,https://item.m.jd.com/product/10026772984902.html?_fd=jdm&amp;price=59.80&amp;fs=1,牧果人旗舰店
杏干新货2斤树上干杏天然晾晒新鲜新疆特产吊干杏 今年新货/不加糖/味天然/真空装,90.00,5,https://item.m.jd.com/product/67680413030.html?_fd=jdm&amp;price=90.00&amp;fs=1,采瑞园艺专营店
新疆特产阿克苏天然无添加果脯吊干杏袋装 500g*2袋,65.00,30,https://item.m.jd.com/product/10026470603507.html?_fd=jdm&amp;price=65.00&amp;fs=1,珍玉果休闲食品专营店
【巴州馆】新疆特产树上杏干 四团吊干杏 干果蜜饯新货休闲零食果脯 一级吊干杏（500g*1袋）,33.00,88,https://item.m.jd.com/product/10033521268370.html?_fd=jdm&amp;price=33.00&amp;fs=1,中国特产·巴州馆
120g古树杏干新疆120g4袋陕西特色零食同款果脯 4袋,69.50,1,https://item.m.jd.com/product/10036396827223.html?_fd=jdm&amp;price=69.50&amp;fs=1,玛添食品专营店
无核杏干新疆杏脯吊干树上干杏子肉蜜饯果脯酸甜儿童孕妇零食 杏干1斤/500克(2袋),45.22,6,https://item.m.jd.com/product/10033212914468.html?_fd=jdm&amp;price=45.22&amp;fs=1,沃之阁零食专营店
【新源馆】猴小妞 新疆树上杏干 原味吊死干杏 420g,19.90,200,https://item.m.jd.com/product/69340133585.html?_fd=jdm&amp;price=19.90&amp;fs=1,中国特产·新源馆
新疆特产杏包仁大漠马卡龙吊死杏干夹核桃仁办公室120g 120g/包,12.90,3,https://item.m.jd.com/product/10041079368088.html?_fd=jdm&amp;price=12.90&amp;fs=1,中国特产·新疆兵团馆
伊梨果丹皮 诗梦园新疆伊犁老式果丹皮小时候的味道酸甜苹果杏子 苹果200克+杏子200克装,59.00,4,https://item.m.jd.com/product/10037461595513.html?_fd=jdm&amp;price=59.00&amp;fs=1,嘉瓯聚品旗舰店
新疆红杏干无核500g杏仁果脯罐装酸甜杏儿蜜饯孕妇儿童零食无添加 新货罐装红杏干500g,62.90,19,https://item.m.jd.com/product/10032954019304.html?_fd=jdm&amp;price=62.90&amp;fs=1,食为天休闲食品专营店
杏干新疆特产天然晒干树上小白杏干吊干杏 【小白杏干】1斤,52.00,76,https://item.m.jd.com/product/56795939262.html?_fd=jdm&amp;price=52.00&amp;fs=1,空间之锋农资专营店
简农无核杏干新品新疆特产杏干休闲小零食 原味,42.00,32,https://item.m.jd.com/product/10028459757824.html?_fd=jdm&amp;price=42.00&amp;fs=1,维佳锦晨食品专营店
新疆红杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯蔬果干 杏干250g罐装,18.80,100,https://item.m.jd.com/product/10031112680765.html?_fd=jdm&amp;price=18.80&amp;fs=1,镇参崖·通化特产馆
每果时光 新疆杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯果蔬水果干 【2斤】精品杏干：250g*4包,67.23,3,https://item.m.jd.com/product/10037463945476.html?_fd=jdm&amp;price=67.23&amp;fs=1,媳福传统滋补旗舰店
新疆恐龙蛋黄肉  味厚味帝34斤特级大果空运应季当季新鲜水果孕妇杏李李子时令平安夜送礼品水果礼盒礼物 6斤大果【特划算】,224.90,19,https://item.m.jd.com/product/10036720068921.html?_fd=jdm&amp;price=224.90&amp;fs=1,田良记官方旗舰店
【现货速发】小小的我甜杏肉40g/包 新疆特产英吉沙色买提甜杏西肉梅果干果脯营养代餐办公室休闲食品 西梅干礼盒装480g【40g*12包】,81.90,500,https://item.m.jd.com/product/10025550819423.html?_fd=jdm&amp;price=81.90&amp;fs=1,优乐德旗舰店
雪海梅乡红杏干260g杏干零食蜜饯水果干杏果果脯杏脯肉新疆特产 红杏干260g*1包,29.90,2000,https://item.m.jd.com/product/71133935050.html?_fd=jdm&amp;price=29.90&amp;fs=1,雪海梅乡官方旗舰店
【阿克苏馆】干果零食阿克苏四团树上杏干吊干杏无添加500g新疆特产,48.80,500,https://item.m.jd.com/product/17986974725.html?_fd=jdm&amp;price=48.80&amp;fs=1,中国特产·阿克苏馆
阿克苏小白杏干散装吊干杏天然树上吊死干杏脯零食新疆特产 精选库车小白杏干【500克】,30.20,22,https://item.m.jd.com/product/10026947105161.html?_fd=jdm&amp;price=30.20&amp;fs=1,义和祥食品专营店
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 杏脯160g,21.90,200,https://item.m.jd.com/product/10028373273635.html?_fd=jdm&amp;price=21.90&amp;fs=1,中国特产·喀什馆
【新疆特产】甘草杏肉 伊犁甘草杏有核杏肉干儿杏干杏果脯蜜饯 四袋实惠装（408g*4袋）,65.00,28,https://item.m.jd.com/product/45359654166.html?_fd=jdm&amp;price=65.00&amp;fs=1,祥如食品专营店
