title,price,comments,details_urls,shoop
土耳其杏干杏脯1000g杏肉非新疆杏子甘草吊干杏 250g*2袋,50.35,0,https://item.m.jd.com/product/59997360245.html?_fd=jdm&amp;price=50.35&amp;fs=1,奥兰园艺专营店
【乌鲁木齐馆】新疆阿克苏吊干杏 吊死干杏子 小红杏 杏干 袋装 蜜饯果干 干果零食 500g*3袋,98.00,100,https://item.m.jd.com/product/10036663318026.html?_fd=jdm&amp;price=98.00&amp;fs=1,中国特产·乌鲁木齐馆
新疆阿克苏吊干杏杏干树上干杏杏仁一杏两吃晾晒500g 新疆杏干1斤,69.00,0,https://item.m.jd.com/product/70781799046.html?_fd=jdm&amp;price=69.00&amp;fs=1,沫娅娜熟食卤味专营店
【小时候的零食】新疆杏干杏脯500g吊干杏新鲜无核杏肉偏酸杏干果脯小零食零食大礼包 【袋装】无核杏干(250g*2袋),35.90,9,https://item.m.jd.com/product/10037554460687.html?_fd=jdm&amp;price=35.90&amp;fs=1,左耳朵食品专营店
吊干杏干新疆新货杏脯树上干杏天然新鲜杏干厚肉 阿克苏吊死干1斤,64.00,100,https://item.m.jd.com/product/56452218982.html?_fd=jdm&amp;price=64.00&amp;fs=1,空间之锋农资专营店
杏干新货2斤吊干杏新鲜新疆四团吊杆杏特 一级杏干2斤装,79.70,6,https://item.m.jd.com/product/10022434776881.html?_fd=jdm&amp;price=79.70&amp;fs=1,卓联食品专营店
【葡甜之夏】新货新疆特产杏干包核桃仁果干500g 杏脯夹心零食   杏干夹核桃仁500克 杏干夹核桃仁500克,59.80,70,https://item.m.jd.com/product/70654476447.html?_fd=jdm&amp;price=59.80&amp;fs=1,葡甜之夏官方旗舰店
甘草杏 甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 原味新疆杏条500克(无核)g,29.80,15,https://item.m.jd.com/product/10038263499120.html?_fd=jdm&amp;price=29.80&amp;fs=1,SKINNENDE营养健康旗舰店
【徽味情】新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯 杏干精品罐装500g,36.80,500,https://item.m.jd.com/product/10035510079278.html?_fd=jdm&amp;price=36.80&amp;fs=1,徽味情官方旗舰店
新疆特产吊杏干树上吊死杏脯杏肉原味酸甜零食杏肉干杏子干 高级500克 (纯甜),62.50,6,https://item.m.jd.com/product/10028203802413.html?_fd=jdm&amp;price=62.50&amp;fs=1,明讯曼威食品专营店
新疆库车小白杏干 半斤 新疆2021新货特级库车小白杏干超甜无添加树上杏干吊死干 一斤g,29.90,0,https://item.m.jd.com/product/10037927449284.html?_fd=jdm&amp;price=29.90&amp;fs=1,福林奥胜方便食品专营店
无核杏干新疆杏脯吊干树上干杏子肉蜜饯果脯酸甜儿童孕妇零食 杏干2斤/1000克(4袋),90.44,6,https://item.m.jd.com/product/10033212914469.html?_fd=jdm&amp;price=90.44&amp;fs=1,沃之阁零食专营店
新疆阿克苏四团吊干杏树上杏干可一杏两吃天然500g吊死干原味杏包仁 小杏干200g(试吃装),25.00,22,https://item.m.jd.com/product/10028015940319.html?_fd=jdm&amp;price=25.00&amp;fs=1,谦钰零食专营店
新疆特产伊犁树上干杏天然无自然风干杏两吃的杏干500g1 特级1000g,110.00,41,https://item.m.jd.com/product/71743582073.html?_fd=jdm&amp;price=110.00&amp;fs=1,班之宇食品专营店
【奎屯馆】新疆特产有机树上干杏吊干杏 伊杏皇果苑吊死杏干办公室休闲零食果干 208g/袋 1袋装,19.90,200,https://item.m.jd.com/product/56093680891.html?_fd=jdm&amp;price=19.90&amp;fs=1,中国特产·奎屯馆
【乌鲁木齐馆】新疆阿克苏吊干杏 吊死干杏子 小红杏 杏干 袋装 蜜饯果干 干果零食 500g*5袋,148.00,100,https://item.m.jd.com/product/10036663318027.html?_fd=jdm&amp;price=148.00&amp;fs=1,中国特产·乌鲁木齐馆
【乌鲁木齐馆】新疆阿克苏吊干杏 吊死干杏子 小红杏 杏干 袋装 蜜饯果干 干果零食 500g*1袋,39.90,100,https://item.m.jd.com/product/10036663318024.html?_fd=jdm&amp;price=39.90&amp;fs=1,中国特产·乌鲁木齐馆
西域皇后奶枣 奶枣西域皇后奶枣500g网红奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*5包,288.00,22,https://item.m.jd.com/product/10035422752764.html?_fd=jdm&amp;price=288.00&amp;fs=1,迈芙休闲食品旗舰店
21年新货新疆树上杏干吊干杏特产500克真空包装原味不加糖原生态兵团四团一杏两吃肉甜糯劲道仁香脆 四团杏干500克*1袋（真空包装）,39.80,37,https://item.m.jd.com/product/10038189326829.html?_fd=jdm&amp;price=39.80&amp;fs=1,沙漠玉珠旗舰店
新疆伊犁四团吊干杏树上杏干500g吊死干原味 小杏干500g,32.80,61,https://item.m.jd.com/product/68773032082.html?_fd=jdm&amp;price=32.80&amp;fs=1,爱美佳食品专营店
【满299 减200】西域美农 树上杏干200g/袋 新疆特产 蜜饯果干休闲零食 树上杏干,34.90,200,https://item.m.jd.com/product/10025347543900.html?_fd=jdm&amp;price=34.90&amp;fs=1,西域美农官方旗舰店
新疆吊干杏四团树上吊死干杏干特级农家天然吊树杏子干杏仁 特级吊干杏500克/包x2,119.20,0,https://item.m.jd.com/product/10030145745978.html?_fd=jdm&amp;price=119.20&amp;fs=1,双田作食品专营店
新疆特产四团杏干天然晒原味吊干杏新鲜散装无蔗糖吊干杏 特级吊干杏500克x1包,48.35,10,https://item.m.jd.com/product/71315252351.html?_fd=jdm&amp;price=48.35&amp;fs=1,义和祥食品专营店
果脯蜜饯散装500g酸甜话梅杨梅果干混合孕妇休闲零食小包装 新疆玉杏500g,39.00,0,https://item.m.jd.com/product/64424891959.html?_fd=jdm&amp;price=39.00&amp;fs=1,食代味哆食品专营店
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 甘草杏180g*3,54.90,200,https://item.m.jd.com/product/10030893595998.html?_fd=jdm&amp;price=54.90&amp;fs=1,中国特产·喀什馆
【乌鲁木齐馆】新疆网红奶枣巴旦木夹心杏仁大枣 奶酪红枣 独立包装袋装 方便零食新货 奶酪泡芙枣 500g,48.00,87,https://item.m.jd.com/product/10035628054952.html?_fd=jdm&amp;price=48.00&amp;fs=1,中国特产·乌鲁木齐馆
吊干杏干不添加然天新疆特产2021年新货特树上干杏脯级新疆杏干 今年新货/味天然/真空装/不加糖,99.00,1,https://item.m.jd.com/product/10040288261147.html?_fd=jdm&amp;price=99.00&amp;fs=1,茜桂休闲零食专营店
【和田馆】新疆特产禾田印象树上杏干300g/罐 尝鲜装300g*1罐,49.90,1,https://item.m.jd.com/product/10039946961757.html?_fd=jdm&amp;price=49.90&amp;fs=1,和田印象生鲜专营店
幸福英吉沙杏干 色买提杏脯 蜜饯果干杏肉 杏仁 新疆特产办公休闲小零食多品种营养健康 英吉沙杏脯,42.90,13,https://item.m.jd.com/product/10026238898044.html?_fd=jdm&amp;price=42.90&amp;fs=1,中国特产·新疆农特产馆
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 甘草杏180g,19.90,200,https://item.m.jd.com/product/10029211456567.html?_fd=jdm&amp;price=19.90&amp;fs=1,中国特产·喀什馆
新疆杏干伊犁吊死干杏干无添加天然特级自然风干树上干杏新疆特产 杏干1000g袋装,68.00,2,https://item.m.jd.com/product/10039495492026.html?_fd=jdm&amp;price=68.00&amp;fs=1,阿克苏麦巴夫食品专营店
杏干新货2斤树上干杏天然晾晒新鲜新疆特产吊干杏 二级新货一斤,37.00,5,https://item.m.jd.com/product/67680413025.html?_fd=jdm&amp;price=37.00&amp;fs=1,采瑞园艺专营店
新疆吊干杏 新货新疆特产兵团四团吊干杏新鲜树上干甜杏脯风干 王级1斤,58.00,2,https://item.m.jd.com/product/10040866779057.html?_fd=jdm&amp;price=58.00&amp;fs=1,城宇地方特产专营店
杏干新货2斤树上干杏天然晾晒新鲜新疆特产吊干杏 特级新货2斤(店主),90.00,5,https://item.m.jd.com/product/67680413029.html?_fd=jdm&amp;price=90.00&amp;fs=1,采瑞园艺专营店
新疆色买提杏 新疆色买提甜杏干500g袋装果肉肥厚休闲零食大杏干 500g喀什甜杏干*1袋,38.00,0,https://item.m.jd.com/product/71569988246.html?_fd=jdm&amp;price=38.00&amp;fs=1,久多食品专营店
【破损包赔】思宏奶酪枣网红零食酸奶雪花枣巴旦木夹心红枣杏仁手工新疆奶芙枣 巴旦木夹心奶枣250g-单粒包装,22.90,200,https://item.m.jd.com/product/10026099166394.html?_fd=jdm&amp;price=22.90&amp;fs=1,子航食品专营店
馋妃 新疆杏干 树上干杏500g 天然级无添加四团吊干杏 吊死杏干 特产新货 一等2斤（21年新货不加糖,56.80,100,https://item.m.jd.com/product/10040601084870.html?_fd=jdm&amp;price=56.80&amp;fs=1,中国特产·特克斯助农馆
利吉氏金杏干利金杏干吉氏甜杏果干酸酸甜甜g*6袋装零食 利吉氏金杏干100g*3袋g,57.30,32,https://item.m.jd.com/product/10038145329064.html?_fd=jdm&amp;price=57.30&amp;fs=1,翔京旗舰店
新疆红杏干果脯蜜钱吊干杏果干杏子杏肉杏脯干条偏酸甜散装 杏干半斤/250克(1袋)【净含量】,23.40,0,https://item.m.jd.com/product/10040303911801.html?_fd=jdm&amp;price=23.40&amp;fs=1,佳优休闲食品专营店
杏干500g新疆吊干杏脯杏肉天然酸甜果干蜜饯零食 精品罐装大杏干 净重250g,23.00,2000,https://item.m.jd.com/product/10024303407219.html?_fd=jdm&amp;price=23.00&amp;fs=1,中国特产·邛崃助农馆
土耳其杏干19年新货特级杏肉干天然晾晒新鲜新疆吊干杏脯 500g 500g-黄杏脯,64.00,0,https://item.m.jd.com/product/70794745884.html?_fd=jdm&amp;price=64.00&amp;fs=1,沫娅娜糕点专营店
新疆特产黑杏干酸甜果干原味无添加杏肉吊干杏脯果脯蜜饯孕妇零食 黑杏干250g【特级】,40.00,98,https://item.m.jd.com/product/10032120851257.html?_fd=jdm&amp;price=40.00&amp;fs=1,沃之阁休闲食品专营店
杏干土耳其进口500g原味无核无添加红杏干黄杏干黑杏干新疆杏肉杏脯 红杏干 250g 共一包,19.90,5000,https://item.m.jd.com/product/45867693911.html?_fd=jdm&amp;price=19.90&amp;fs=1,添霖食品专营店
大漠野宝  小白杏干新疆库车吊树干500g杏干原味无添加杏脯杏肉干果 2罐装,49.90,1000,https://item.m.jd.com/product/44789507260.html?_fd=jdm&amp;price=49.90&amp;fs=1,大漠野宝旗舰店
丝绸果路 新疆黑杏干树上吊干大黑杏干大丑杏干果干500g,38.22,0,https://item.m.jd.com/product/10039551573935.html?_fd=jdm&amp;price=38.22&amp;fs=1,旺悦莱休闲食品专营店
大漠野宝 杏干无核无添加杏脯黑杏脯特级大黑杏干500g原色原味新疆土耳其杏干,39.80,2000,https://item.m.jd.com/product/44579308695.html?_fd=jdm&amp;price=39.80&amp;fs=1,大漠野宝旗舰店
西域果园新疆杏包仁120g三包杏干夹核桃仁抱抱果大漠马卡龙英吉沙杏干夹和田核桃仁休闲零食 杏包仁120g,21.90,5000,https://item.m.jd.com/product/67359091478.html?_fd=jdm&amp;price=21.90&amp;fs=1,西域果园地方特产旗舰店
杏干土耳其进口500g原味无核无添加红杏干黄杏干黑杏干新疆杏肉杏脯 黑杏干 250g*4 共四包,79.90,5000,https://item.m.jd.com/product/45867693910.html?_fd=jdm&amp;price=79.90&amp;fs=1,添霖食品专营店
甘草杏 甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 混合口味500克,20.28,2,https://item.m.jd.com/product/10036616924156.html?_fd=jdm&amp;price=20.28&amp;fs=1,靖南王营养保健旗舰店
枣粮先生 奶枣网红休闲健康零食无杏仁乳心新疆红枣奶芙 无核奶枣125g*2/箱,24.90,16,https://item.m.jd.com/product/10040108030223.html?_fd=jdm&amp;price=24.90&amp;fs=1,枣粮先生旗舰店
甘草杏 甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 阿梅肉500克(无核)g,21.00,15,https://item.m.jd.com/product/10038263499119.html?_fd=jdm&amp;price=21.00&amp;fs=1,SKINNENDE营养健康旗舰店
新鲜西梅 5斤李子大果新疆喀什正宗西梅孕妇水果宝宝辅食布林李子 精选大果 净重1斤【精选装】,42.50,500,https://item.m.jd.com/product/10034854901823.html?_fd=jdm&amp;price=42.50&amp;fs=1,内瑟斯生鲜专营店
品甄 新疆库车小白杏干今年新货树上吊干杏无添加特级500g果脯干果 500g精选,59.90,200,https://item.m.jd.com/product/10034004869323.html?_fd=jdm&amp;price=59.90&amp;fs=1,御峥生鲜专营店
【巴州馆】新疆特产树上杏干 四团吊干杏 干果蜜饯新货休闲零食果脯 超特级吊干杏（500g*2袋）,78.00,88,https://item.m.jd.com/product/10033787825813.html?_fd=jdm&amp;price=78.00&amp;fs=1,中国特产·巴州馆
阳高杏脯250g山西特产大同杏埔散装酸甜杏肉非新疆天然无杏干 水晶杏脯半斤(纯甜),31.00,0,https://item.m.jd.com/product/65738063095.html?_fd=jdm&amp;price=31.00&amp;fs=1,班之宇食品饮料专营店
新疆树上吊干杏干新鲜天然杏脯500g*2酸红杏肉干蜜饯零食 500g,37.80,4,https://item.m.jd.com/product/64222641871.html?_fd=jdm&amp;price=37.80&amp;fs=1,五分地食品专营店
新疆吊干杏干500g新鲜天然无无核非李广敦煌特级土耳其杏干 【大号黑杏脯】500g*1袋(高) 强烈推荐,86.00,20,https://item.m.jd.com/product/71743923699.html?_fd=jdm&amp;price=86.00&amp;fs=1,班之宇食品专营店
伊梨果丹皮 诗梦园新疆伊犁老式果丹皮小时候的味道酸甜苹果杏子 杏子200克装,27.60,4,https://item.m.jd.com/product/10037461595512.html?_fd=jdm&amp;price=27.60&amp;fs=1,嘉瓯聚品旗舰店
新疆吊干杏干500g新鲜天然无无核非李广敦煌特级土耳其杏干 【大号黑杏脯】100g*3袋(口碑见证),62.00,20,https://item.m.jd.com/product/71743923700.html?_fd=jdm&amp;price=62.00&amp;fs=1,班之宇食品专营店
【徽味情】新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯 杏干精品罐装250g,19.80,500,https://item.m.jd.com/product/10035510079279.html?_fd=jdm&amp;price=19.80&amp;fs=1,徽味情官方旗舰店
【广东助农馆】丝路红 新疆红杏干 杏肉树上酸杏子孕妇零食果脯蜜饯 精品杏干新疆杏肉180g*2罐 新疆杏肉180g*2袋,58.90,18,https://item.m.jd.com/product/10025553730225.html?_fd=jdm&amp;price=58.90&amp;fs=1,中国特产·广东助农馆
星云湖 新疆轮台小白杏干 吊死干树上干自然风干 2kg,158.00,100,https://item.m.jd.com/product/19281086473.html?_fd=jdm&amp;price=158.00&amp;fs=1,蝶本生鲜专营店
新疆红杏干无核500g杏仁果脯罐装酸甜杏儿肉蜜饯零食小吃 新货罐装红杏干1000g,74.00,7,https://item.m.jd.com/product/10036179393178.html?_fd=jdm&amp;price=74.00&amp;fs=1,格诗休闲食品专营店
土耳其黄杏干特级酸甜杏脯杏干500g新疆特产杏肉干孕妇天然无1 黄杏脯500g*2袋,134.00,0,https://item.m.jd.com/product/71504317695.html?_fd=jdm&amp;price=134.00&amp;fs=1,班之宇食品饮料专营店
新疆特产伊犁树上杏干吊死干杏脯干杏肉500g,68.00,1,https://item.m.jd.com/product/10039983006139.html?_fd=jdm&amp;price=68.00&amp;fs=1,浩味稻旗舰店
新疆杏干吊干树上黄杏干特产轮台小白杏干杏干天然零食 250g,23.60,4,https://item.m.jd.com/product/10030766352637.html?_fd=jdm&amp;price=23.60&amp;fs=1,敏润彩弘食品专营店
新疆特产伊犁树上杏干自然吊死干杏肉杏仁一杏两吃500g杏脯干 500克,65.00,1,https://item.m.jd.com/product/70781663472.html?_fd=jdm&amp;price=65.00&amp;fs=1,沫娅娜熟食卤味专营店
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 甘草杏180g*3+杏脯160g*2,72.90,200,https://item.m.jd.com/product/10029211456569.html?_fd=jdm&amp;price=72.90&amp;fs=1,中国特产·喀什馆
新疆特产树上干杏吊干杏 500g/袋 阿克苏吊死杏干办公室休闲零食果干 伊犁树上干杏丑杏 一级吊干杏500g*2袋,39.80,57,https://item.m.jd.com/product/10031107217966.html?_fd=jdm&amp;price=39.80&amp;fs=1,中国特产·新疆兵团一二六团馆
【顺丰】2021新货 新疆大吊干杏新疆特产500g树上杏干杏脯干新货 500g 吊干杏1000g特级,89.80,11,https://item.m.jd.com/product/10025164137322.html?_fd=jdm&amp;price=89.80&amp;fs=1,爱果水果专营店
正宗新疆和田大枣特级大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣【2斤装】,20.88,5,https://item.m.jd.com/product/10037847151950.html?_fd=jdm&amp;price=20.88&amp;fs=1,苏亚特产专营店
新疆特产杏包仁土耳其黑杏脯夹阿克苏核桃仁500g 500克/袋,59.00,37,https://item.m.jd.com/product/10024998813857.html?_fd=jdm&amp;price=59.00&amp;fs=1,爱果生鲜专营店
品甄 新疆库车小白杏干今年新货树上吊干杏无添加特级500g果脯干果 250g-新客尝鲜装,49.90,200,https://item.m.jd.com/product/10034004869322.html?_fd=jdm&amp;price=49.90&amp;fs=1,御峥生鲜专营店
新疆无核大红枣 去核干大枣即食免洗干果蜜饯果干小零食网红奶枣专用夹大杏仁巴旦木原料烘焙 新疆去核大枣500g+扁桃仁100g,22.80,100,https://item.m.jd.com/product/10024747462000.html?_fd=jdm&amp;price=22.80&amp;fs=1,北爱亿达食品专营店
【现货速发】小小的我甜杏肉40g/包 新疆特产英吉沙色买提甜杏西肉梅果干果脯营养代餐办公室休闲食品 杏肉礼盒320g+西梅礼盒480g,155.00,500,https://item.m.jd.com/product/10027158276939.html?_fd=jdm&amp;price=155.00&amp;fs=1,优乐德旗舰店
杏干杏脯500g黄杏干无果脯新疆添加杏仁肉干酸甜果干蜜饯零食 精品杏干净含量250g*2袋,51.00,8,https://item.m.jd.com/product/10028916774421.html?_fd=jdm&amp;price=51.00&amp;fs=1,月染银墙食品专营店
新疆阿克苏四团吊干杏树上杏干可一杏两吃天然500g吊死干原味杏包仁 大杏干500g*2袋,73.00,22,https://item.m.jd.com/product/10028015940318.html?_fd=jdm&amp;price=73.00&amp;fs=1,谦钰零食专营店
新疆伊犁四团吊干杏树上杏干500g吊死干原味杏包仁 小杏干500g,32.00,4,https://item.m.jd.com/product/10033308745976.html?_fd=jdm&amp;price=32.00&amp;fs=1,客瑯堂方便食品专营店
巴旦木奶枣 网红款奶油杏仁奶枣 纯手工枣有杏心奶酪新疆无核红枣 250g*两箱,29.90,16,https://item.m.jd.com/product/10026769369456.html?_fd=jdm&amp;price=29.90&amp;fs=1,品乐轩零食专营店
新疆特产库车小白甜杏干树上杏干零食干杏肉500g新货一杏两吃200g 白杏干3斤,57.00,3,https://item.m.jd.com/product/10038514533398.html?_fd=jdm&amp;price=57.00&amp;fs=1,星屹食品专营店
新疆特产树上干杏 吊死杏干 420g杏干 420g,28.00,200,https://item.m.jd.com/product/10026992514844.html?_fd=jdm&amp;price=28.00&amp;fs=1,中国特产·新疆兵团馆
银杏果新鲜白果仁去壳真空保鲜包装500g邳州特产特级开心银杏果仁 1000g(2斤保鲜真空包装),11.98,36,https://item.m.jd.com/product/10037368802236.html?_fd=jdm&amp;price=11.98&amp;fs=1,鑫天星生鲜专营店
【天山风味】新疆天山无核杏干软糯酸甜滋润心田120g/袋 买4加3 7大袋 默认,125.10,10,https://item.m.jd.com/product/10038599692986.html?_fd=jdm&amp;price=125.10&amp;fs=1,睿馨休闲食品专营店
新一代奶油杏肉甘草杏肉杏干酸甜杏脯怀旧甘肃特产小吃零食 无核-奶油杏肉500g/约40小包 1袋-尝鲜装,20.00,1,https://item.m.jd.com/product/10041227300527.html?_fd=jdm&amp;price=20.00&amp;fs=1,娂诗漫食品旗舰店
腾飞荣达新疆吊干杏一杏两吃树上杏干休闲零食酸蜜饯果脯散装500g 新疆吊干杏500克【1斤】,47.00,1,https://item.m.jd.com/product/10039671550306.html?_fd=jdm&amp;price=47.00&amp;fs=1,亘远地方特产专营店
新疆阿克苏四团吊干杏树上杏干可一杏两吃天然500g吊死干原味杏包仁 大杏干500g,44.00,22,https://item.m.jd.com/product/10028015940316.html?_fd=jdm&amp;price=44.00&amp;fs=1,谦钰零食专营店
新疆恐龙蛋阿克苏特产味厚黑皮黄肉现摘新鲜水果黑布林杏李子3斤礼盒装  【顺丰】 3斤礼盒装 12/15枚随机发,188.00,1,https://item.m.jd.com/product/10039056677462.html?_fd=jdm&amp;price=188.00&amp;fs=1,西江月果蔬专营店
新疆2020新货库车小白杏干超甜吊死干500g 500克,75.00,2,https://item.m.jd.com/product/70528061184.html?_fd=jdm&amp;price=75.00&amp;fs=1,申博食品专营店
新疆特产有机树上干杏吊干杏 伊杏皇吊死干杏干办公室休闲零食果干果脯 208g/袋 1袋装,19.80,47,https://item.m.jd.com/product/70656655258.html?_fd=jdm&amp;price=19.80&amp;fs=1,中国特产·新疆兵团一二六团馆
【北屯馆】疆晟缘 奶枣500g 杏仁夹心枣  新疆大红枣灰枣夹巴旦木仁 （含巴旦木仁）枣有杏心500g/份,59.90,1000,https://item.m.jd.com/product/10024721932129.html?_fd=jdm&amp;price=59.90&amp;fs=1,中国特产·北屯馆
黄金田园 土耳其杏干天然杏脯非新疆树上干杏无核特级杏肉非散装 200g/袋 尝鲜装200*1袋,18.90,2000,https://item.m.jd.com/product/60596627098.html?_fd=jdm&amp;price=18.90&amp;fs=1,黄金田园食品官方旗舰店
新疆特产2021年新货吊干杏500g一杏两吃自然风干蜜饯休闲零食果脯 新疆杏干500g（不加糖+原生态）,29.80,2000,https://item.m.jd.com/product/10026477913882.html?_fd=jdm&amp;price=29.80&amp;fs=1,中国特产·特克斯助农馆
新边界 新疆红杏干400g 蜜饯果干果脯水果干办公室零食休闲零食小吃,29.90,200000,https://item.m.jd.com/product/100025250416.html?_fd=jdm&amp;price=29.90&amp;fs=1,新边界京东自营旗舰店
话梅肉去核/无核 酸甜杏肉干特产蜜饯零食 关注店铺优先发货,17.35,0,https://item.m.jd.com/product/10041054745426.html?_fd=jdm&amp;price=17.35&amp;fs=1,美剧猫旗舰店
诗梦园 伊犁杏子果丹皮 儿时怀旧老手工零食 新疆特产杏子片杏子卷杏子条酸甜爽口 杏子360g*1盒,32.00,100,https://item.m.jd.com/product/51389117712.html?_fd=jdm&amp;price=32.00&amp;fs=1,祥如食品专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣【3斤装】,28.90,1000,https://item.m.jd.com/product/10032934214012.html?_fd=jdm&amp;price=28.90&amp;fs=1,敏润彩弘食品专营店
西域美农 树上杏干200g 新疆特产酸甜吊干红杏 无防腐剂无添加砂糖 孕妇解腻干果脯办公零食,19.90,20000,https://item.m.jd.com/product/100024593490.html?_fd=jdm&amp;price=19.90&amp;fs=1,西域美农京东自营旗舰店
【顺丰空运】新疆特产树上杏干500g*3袋新疆吊干杏李广杏干树上杏干新疆特产 树上杏干 500g*3包,89.90,75,https://item.m.jd.com/product/67642625694.html?_fd=jdm&amp;price=89.90&amp;fs=1,好爱吃休闲食品专营店
【巴州馆】新疆特产树上杏干 四团吊干杏 干果蜜饯新货休闲零食果脯 特级吊干杏（500g*2袋）,68.00,88,https://item.m.jd.com/product/10033787825811.html?_fd=jdm&amp;price=68.00&amp;fs=1,中国特产·巴州馆
【新疆特产】西遇三山记树上杏干360g罐装原粒杏干伊犁吊死干零食,39.90,10,https://item.m.jd.com/product/10031840041603.html?_fd=jdm&amp;price=39.90&amp;fs=1,西域果园地方特产旗舰店
新疆特产酸甜甘草杏果脯杏肉干有核杏干蜜饯杏脯休闲网红零食水果干小袋装 杏脯160g*2,25.90,200,https://item.m.jd.com/product/10028373273636.html?_fd=jdm&amp;price=25.90&amp;fs=1,中国特产·喀什馆
亚可喜精品酸甜杏脯120g*3包红杏干甘草杏肉蜜饯果干零食新疆特产 酸甜偏甜,26.90,100,https://item.m.jd.com/product/15964315065.html?_fd=jdm&amp;price=26.90&amp;fs=1,亚可喜食品旗舰店
丝路红 新疆特产 杏肉（罐装）180g,29.20,100,https://item.m.jd.com/product/10023769220617.html?_fd=jdm&amp;price=29.20&amp;fs=1,丝路红官方旗舰店
新疆特产杏干 树上干吊干杏没有添加剂250g*2袋赛天然吊死干 大颗粒无添加无熏制(一杏两吃)吊干杏250g*2袋,50.00,11,https://item.m.jd.com/product/57007520721.html?_fd=jdm&amp;price=50.00&amp;fs=1,空间之锋园艺专营店
新疆伊犁四团吊干杏树上杏干500g吊死干原味 大杏干500g,39.90,61,https://item.m.jd.com/product/68773032083.html?_fd=jdm&amp;price=39.90&amp;fs=1,爱美佳食品专营店
杏干500g新疆吊干杏脯杏肉天然酸甜果干蜜饯零食 精品罐装大杏干 净重500g,36.80,2000,https://item.m.jd.com/product/10024303407220.html?_fd=jdm&amp;price=36.80&amp;fs=1,中国特产·邛崃助农馆
【奎屯馆】新疆伊犁果丹皮 380g/盒 苹果杏子树莓卷零食果干办公室小吃儿时怀旧酸甜爽口开胃 苹果380g+杏子380g,52.80,76,https://item.m.jd.com/product/70012858689.html?_fd=jdm&amp;price=52.80&amp;fs=1,中国特产·奎屯馆
2021新疆阿克苏吊干杏1000g 天然四团杏干,68.00,13,https://item.m.jd.com/product/71043426964.html?_fd=jdm&amp;price=68.00&amp;fs=1,悦然生鲜专营店
新疆恐龙蛋黄肉  味厚味帝34斤特级大果空运应季当季新鲜水果孕妇杏李李子时令平安夜送礼品水果礼盒礼物 3斤中果,156.50,19,https://item.m.jd.com/product/10036720068914.html?_fd=jdm&amp;price=156.50&amp;fs=1,田良记官方旗舰店
诗梦园 伊犁果丹皮（苹果/杏子/树莓4种口味）儿时怀旧零食 新疆特产老式手工果脯条片 树莓360g,39.00,500,https://item.m.jd.com/product/63441946750.html?_fd=jdm&amp;price=39.00&amp;fs=1,祥如食品专营店
新疆特产树上干杏 蜜饯果干大杏干 伊犁吊死干零食果干 原味自然风干杏肉送礼佳品 杏干500g/袋,39.00,40,https://item.m.jd.com/product/10023481765161.html?_fd=jdm&amp;price=39.00&amp;fs=1,恒滋冠食品专营店
新疆杏干伊犁吊死干杏干天然自然风干树上干杏新疆特产 2斤【超惠装】,93.00,8,https://item.m.jd.com/product/57007489500.html?_fd=jdm&amp;price=93.00&amp;fs=1,空间之锋园艺专营店
5折 新疆无花果干连罐500g无花果泡水喝孕妇干果果干特产50g批发零食 【小袋锁鲜】无花果干50g*2袋,11.00,100,https://item.m.jd.com/product/10021898959490.html?_fd=jdm&amp;price=11.00&amp;fs=1,杏寻宣食品专营店
新疆特产黑杏干酸甜果干原味无添加杏肉吊干杏脯果脯蜜饯孕妇零食 黑杏干500g【特级】,66.00,98,https://item.m.jd.com/product/10032120851259.html?_fd=jdm&amp;price=66.00&amp;fs=1,沃之阁休闲食品专营店
5折新疆杏干 干杏晾晒特产杏干 吊干杏500克1袋,67.00,2,https://item.m.jd.com/product/10029302029687.html?_fd=jdm&amp;price=67.00&amp;fs=1,航宇鑫达特产专营店
新疆特产黑杏干酸甜果干原味无添加杏肉吊干杏脯果脯蜜饯孕妇零食 黑杏干500g【一级】,54.80,42,https://item.m.jd.com/product/10031430779326.html?_fd=jdm&amp;price=54.80&amp;fs=1,聚盛康食品专营店
新疆吊干杏新鲜吊死干树上杏干农家500g天然2斤 新疆吊干杏500g,77.00,200,https://item.m.jd.com/product/56452218980.html?_fd=jdm&amp;price=77.00&amp;fs=1,空间之锋农资专营店
