标题,图片链接,详情页,价格,运费,所在地,销量,评论数,店铺名称,标识
新疆阿克苏小红杏杏子吊干杏子新鲜水果当季五斤装小红杏新疆水果,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2212789896894/O1CN01ejlOX320nVC9h8Cg2_!!2212789896894.jpg,https://item.taobao.com/item.htm?id\u003d659714914685\u0026ns\u003d1\u0026abbucket\u003d16#detail,198.00,25.00,浙江杭州,3,2,瑞德诚信企业店,[]
新疆风味红杏干杏脯250g吊干杏杏肉树上酸杏休闲零食罐装果脯蜜饯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2212490792347/O1CN01msiMad1TCyGpKr9dm_!!2212490792347.jpg,https://item.taobao.com/item.htm?id\u003d654932560830\u0026ns\u003d1\u0026abbucket\u003d16#detail,10.80,25.00,广东广州,3,1,aa离人涙,[]
蜜禾新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208680298219/O1CN01lx9WwP2AaLzVxeSXI_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id\u003d643728674727\u0026ns\u003d1\u0026abbucket\u003d16#detail,20.46,25.00,安徽宣城,3,4,永英食品企业店,[]
吊干杏500g包邮散装称重新疆杏干果脯蜜饯办公室休闲零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2208910110192/O1CN011NeWR91DHylfcbQfw_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d662409478526\u0026ns\u003d1\u0026abbucket\u003d16,17.28,99.00,天津,3,,馋氏旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产杏包仁杏脯肉夹核桃天然吊死杏干夹核桃仁干果零食蜜饯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1120270281/O1CN01G7xrfs1DwjzcrACrB_!!1120270281.jpg,https://item.taobao.com/item.htm?id\u003d630567743193\u0026ns\u003d1\u0026abbucket\u003d16#detail,35.80,0.00,新疆乌鲁木齐,3,22,简约style_wxm,"['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心', '公益宝贝']"
120克杏仁坚果原味生甜杏仁新疆特产轮台小白杏仁 豪霞利克甜杏仁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207653617716/O1CN01ZrogqH26rydJJrbw6_!!2207653617716.jpg,https://item.taobao.com/item.htm?id\u003d614799045862\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.00,0.00,新疆巴音郭楞,3,4,杏宝大地,[]
新疆原味坚果零食杏脯树上吊干杏果干无添加酸甜无糖2021年新货,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/276617988/O1CN01ATaFDk28sYRg732XP_!!276617988.jpg,https://item.taobao.com/item.htm?id\u003d633800923169\u0026ns\u003d1\u0026abbucket\u003d16#detail,28.00,6.00,广东惠州,3,30,ruby_tao2006,[]
自然集 新疆特产 乔格里杏干有核树上干果干250g,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2208511682950/O1CN01WBsTnW1Xf90eHOPrT_!!2-item_pic.png,https://detail.tmall.com/item.htm?id\u003d624746046555\u0026ns\u003d1\u0026abbucket\u003d16,29.00,12.00,上海,3,12,自然集旗舰店,['尚天猫，就购了']
新疆小红杏干2斤新货特级大果无添加伊利树上吊干杏果脯干特产1斤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2550245350/O1CN01rl704Q1pOLdZ9OjuE_!!2550245350.jpg,https://item.taobao.com/item.htm?id\u003d639653269541\u0026ns\u003d1\u0026abbucket\u003d16#detail,29.80,0.00,新疆阿克苏,3,55,沐曦农场主,[]
土耳其风味杏干500g树上天然吊干杏脯无核新疆特产零食小吃散装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2209178955908/O1CN01y1IWBU1tVug24TWrc_!!2209178955908.jpg,https://item.taobao.com/item.htm?id\u003d660526201206\u0026ns\u003d1\u0026abbucket\u003d16#detail,23.37,25.00,上海,3,3,莹莹姐家工厂,[]
新疆吊干杏伊犁树上无添加天然杏干无糖孕妇零食杏脯今年特产果脯,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/757333117/O1CN01udhqXB1YtdD11U8Ii_!!757333117.jpg,https://item.taobao.com/item.htm?id\u003d643114355665\u0026ns\u003d1\u0026abbucket\u003d16#detail,74.75,0.00,新疆阿克苏,3,89,tokkuz丨oguz,['公益宝贝']
新疆特产无核黑杏干杏肉脯原味无添加杏肉干果蜜饯果脯孕妇小零食,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2212820421650/O1CN01JVgrwg1O3kEJJmdQG_!!2212820421650.jpg,https://item.taobao.com/item.htm?id\u003d661416051296\u0026ns\u003d1\u0026abbucket\u003d16#detail,11.04,100.00,福建福州,3,1,久久趣味百货店,[]
新疆吊干杏甜酸杏干水果干无添加无核杏肉脯杏肉干小零食蜜饯孕妇,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2212820421650/O1CN01pxGWQb1O3kEL2CTXn_!!2212820421650.jpg,https://item.taobao.com/item.htm?id\u003d661034502705\u0026ns\u003d1\u0026abbucket\u003d16#detail,9.80,100.00,福建福州,3,1,久久趣味百货店,[]
无核杏干500g新疆特级偏酸红杏果脯杏子吊干天然杏脯散装零食250g,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212820421650/O1CN01LHEI1d1O3kEEMYdnl_!!2212820421650.jpg,https://item.taobao.com/item.htm?id\u003d660237232994\u0026ns\u003d1\u0026abbucket\u003d16#detail,17.11,100.00,福建福州,3,1,久久趣味百货店,[]
新疆吊干杏干杏脯杏肉500g干去核红杏干天然酸甜果干蜜饯零食250g,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2212820421650/O1CN01zEDEzH1O3kEEOoxD8_!!2212820421650.jpg,https://item.taobao.com/item.htm?id\u003d660671137248\u0026ns\u003d1\u0026abbucket\u003d16#detail,17.11,100.00,福建福州,3,3,久久趣味百货店,[]
新疆特产土耳其大黑杏干天然无添加无核黑杏脯甜杏肉500g袋装零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1908530072/O1CN01kyVCE51CP1Eg7Snp7_!!1908530072.jpg,https://item.taobao.com/item.htm?id\u003d657539322561\u0026ns\u003d1\u0026abbucket\u003d16#detail,34.90,0.00,新疆乌鲁木齐,3,6,xiaowangge90,[]
英吉沙甜杏肉小小的我新疆甜杏肉果脯蜜饯杏干果干孕妇解馋零食,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2209949508962/O1CN01P3treT2G4eGgigLEM_!!2-item_pic.png,https://item.taobao.com/item.htm?id\u003d660592171399\u0026ns\u003d1\u0026abbucket\u003d16#detail,27.94,25.00,上海,3,1,优选食品企业店,[]
新疆杏干树上干杏天然级无添加四团吊干杏吊死杏干500g特产21新货,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/826810811/O1CN01MxB0rO1HrTuWWeS2O_!!826810811.jpg,https://item.taobao.com/item.htm?id\u003d601043962278\u0026ns\u003d1\u0026abbucket\u003d16#detail,27.80,0.00,新疆乌鲁木齐,3,18,cuixiaf,['公益宝贝']
新疆伊犁树上吊干杏500gx2袋包邮无添加特级吊死杏干果脯新货,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2028611380/O1CN010jVBSB1M45ISGKpmy_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id\u003d580843444844\u0026ns\u003d1\u0026abbucket\u003d16#detail,49.90,0.00,新疆乌鲁木齐,3,33,丝路人家直销店,[]
新疆库车小白杏干轮台特产无添加天然500g*2袋树上吊死干坚果零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1955697072/O1CN012cw9Ke2271c5r03Qa_!!1955697072.jpg,https://item.taobao.com/item.htm?id\u003d608929774507\u0026ns\u003d1\u0026abbucket\u003d16#detail,42.90,0.00,新疆乌鲁木齐,3,35,hnxf1593,['公益宝贝']
天轮杏脯天然果脯杏肉瓜果之香食品新疆轮台特产酸甜袋装80克新货,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/520513821/O1CN015nxYvS1e63yclrwlv_!!520513821.jpg,https://item.taobao.com/item.htm?id\u003d583213181952\u0026ns\u003d1\u0026abbucket\u003d16#detail,9.80,8.00,新疆巴音郭楞,3,1,舒欣雨0103,"['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心', '公益宝贝']"
新疆小白杏新鲜水果顺丰包邮当季轮台库车白杏子甜杏特产胜小红杏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2211331957922/O1CN0182pXFA28OKJTal3aK_!!2211331957922.jpg,https://item.taobao.com/item.htm?id\u003d644925837540\u0026ns\u003d1\u0026abbucket\u003d16#detail,108.00,50.00,浙江杭州,3,4,夏至20210412,[]
良品铺子新疆红杏干杏脯250g吊干杏杏肉树上酸杏子休闲零食罐装果,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2212358779860/O1CN01YGL3nw2MhvuTUF1MU_!!2212358779860.jpg,https://item.taobao.com/item.htm?id\u003d653519425756\u0026ns\u003d1\u0026abbucket\u003d16#detail,14.83,99.00,江西南昌,3,7,tb0761604661,['公益宝贝']
丝路印象干果新疆杏干来自新疆的礼物杏干杏脯杏条无核杏肉脯果脯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2210985211992/O1CN01HwKYkJ1QaNgX9YTOf_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id\u003d662208371326\u0026ns\u003d1\u0026abbucket\u003d16#detail,17.84,20.00,上海,3,2,tb524503827379,[]
新疆小白杏杏干吊干杏 杏条杏脯酸甜自然晾晒500g包邮休闲零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2206837431108/O1CN01d6ltBH1K3VYuzL4wS_!!2206837431108.jpg,https://item.taobao.com/item.htm?id\u003d633533315384\u0026ns\u003d1\u0026abbucket\u003d16#detail,19.90,0.00,新疆乌鲁木齐,3,2,新疆包邮水果姐姐,[]
新疆诶呦喂土耳其杏干果干120g袋装迪士尼下午茶零食树上的糖饼子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2210922829976/O1CN014PgFfI2NZ3r0biyYQ_!!2210922829976.jpg,https://item.taobao.com/item.htm?id\u003d653808349187\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.00,5.00,广西柳州,3,1,玖恒优选特产店88,[]
伊犁特级大吊干杏新疆特产500g四团树上杏干天然无添加杏脯干新货,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2207926881627/O1CN01gn6NUh1NtD2Nvab6w_!!2207926881627.jpg,https://item.taobao.com/item.htm?id\u003d630093271876\u0026ns\u003d1\u0026abbucket\u003d16#detail,28.80,0.00,新疆乌鲁木齐,3,45,疆味粉窝,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
吊干杏干无添加天然新疆特产2021年新货特树上干杏脯级新疆杏干,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2212354208974/O1CN013iNUAM2GA90DOg2dF_!!2212354208974.jpg,https://item.taobao.com/item.htm?id\u003d656418692437\u0026ns\u003d1\u0026abbucket\u003d16#detail,26.80,0.00,新疆阿克苏,3,4,新疆小巴郎er,[]
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子孕妇零食水果干果脯蜜饯,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208537973142/O1CN01h56paK1Z559RlB2Sh_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d658281357551\u0026ns\u003d1\u0026abbucket\u003d16,21.49,0.00,河南郑州,3,1,的美食品专营店,"['尚天猫，就购了', '当季新品']"
土耳其黑杏干甜杏脯杏肉无核500g新疆特产干果脯包邮零食无防腐剂,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1075054035/O1CN01CuSA9o1fg4e4nkqil_!!1075054035.jpg,https://item.taobao.com/item.htm?id\u003d593069887079\u0026ns\u003d1\u0026abbucket\u003d16#detail,32.34,0.00,新疆乌鲁木齐,3,35,yyq19900903,['公益宝贝']
库车树上小白杏干天然特级新疆张涛特产无添加孕妇天然零食偏酸,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/10889361/O1CN01rdzDnA2J1O9HIl1jL_!!10889361.jpg,https://item.taobao.com/item.htm?id\u003d596154422548\u0026ns\u003d1\u0026abbucket\u003d16#detail,21.80,0.00,新疆哈密,3,13,约拿jonah,"['卖家提供以下贴心服务：', '公益宝贝']"
天轮轮台小白杏干新货 新疆天然杏产品果脯豪霞利克500g包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/408632959/O1CN01ooHqQe1XjGeaakCfa_!!408632959.jpg,https://item.taobao.com/item.htm?id\u003d585728447178\u0026ns\u003d1\u0026abbucket\u003d16#detail,32.00,0.00,新疆巴音郭楞,3,5,新疆特产仓库,[]
新疆特产双色无核黑黄杏干杏肉杏脯树上干杏吊干杏蜜饯果脯包邮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/4224011220/O1CN01KAz3Hf1Ksnt8JA3cL_!!4224011220.jpg,https://item.taobao.com/item.htm?id\u003d584945584875\u0026ns\u003d1\u0026abbucket\u003d16#detail,35.80,0.00,新疆乌鲁木齐,3,10,优佳优集,[]
大黑杏干新疆特产特级香甜软糯散装天然无添加甜杏干杏脯500g包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1579167488/O1CN018NrSEM25BYQjYGK74_!!1579167488.jpg,https://item.taobao.com/item.htm?id\u003d634369098263\u0026ns\u003d1\u0026abbucket\u003d16#detail,39.80,0.00,新疆乌鲁木齐,3,9,8印象西域8,['公益宝贝']
香甜不腻 | 自然集新疆特产特级木亚格杏干无核0白砂糖225g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2211124223658/O1CN01jWnOgU1ctPWgGuShx_!!2211124223658.png,https://item.taobao.com/item.htm?id\u003d659451665316\u0026ns\u003d1\u0026abbucket\u003d16#detail,45.00,5.00,上海,3,2,tb588972515,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
切糕王子天然树吊杏干休闲食品零食小吃无添加天然新疆杏肉果脯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/72517282/O1CN01VvJnfB23fCrwwb0ui_!!72517282.jpg,https://item.taobao.com/item.htm?id\u003d660450750305\u0026ns\u003d1\u0026abbucket\u003d16#detail,35.90,888.00,浙江金华,3,,qiu6068,[]
吊干杏新疆杏干特级新鲜无添加树上干杏脯天然晾晒免洗吊杏干杏仁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2210469021321/O1CN01MkpTVs1Ld3tRNFgNQ_!!2210469021321.jpg,https://item.taobao.com/item.htm?id\u003d650368247487\u0026ns\u003d1\u0026abbucket\u003d16#detail,29.87,25.00,浙江杭州,3,5,艾真食品,[]
【太阳熊】大黑杏干无添加天然新疆特级晒干带核的干杏办公室零食,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/868597731/O1CN01s51Uis26yqaxkwb2e_!!868597731.jpg,https://item.taobao.com/item.htm?id\u003d609935050398\u0026ns\u003d1\u0026abbucket\u003d16#detail,29.90,30.00,河南洛阳,3,2,leichengxiang1,[]
杏脯杏肉干孕期无添加天然无核不熏硫黄金甜酸比新疆喀什袋装特产,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2207972801931/O1CN013KddTD1Q8RU6CjEPm_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d625941479129\u0026ns\u003d1\u0026abbucket\u003d16,39.80,0.00,江苏常州,3,87,帮一把消费帮扶旗舰店,"['尚天猫，就购了', '公益宝贝']"
新疆杏干新疆吊丝干小白杏吊干杏树上杏500g/袋甜杏风干杏2袋包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1086325979/O1CN01Xahd7h1u2QkRmnBOv_!!1086325979.jpg,https://item.taobao.com/item.htm?id\u003d538830140188\u0026ns\u003d1\u0026abbucket\u003d16#detail,38.60,9.00,新疆乌鲁木齐,3,4,xjxiyuloulan,[]
南凯新疆杏肉227g盒装无核软糯酸甜果脯蜜饯办公室解馋休闲小零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/122722975/O1CN01ZjCShF1XqazIkxRc4_!!122722975.jpg,https://item.taobao.com/item.htm?id\u003d650774383255\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.60,32.00,山西太原,3,12,奕奕零食,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
新疆杏干无工业添加树上然天晾晒吊杏树上干杏2021年新货四团吊干,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2321287790/O1CN01uVTGqY27Ps4j7NmkS_!!2321287790.jpg,https://item.taobao.com/item.htm?id\u003d661942962686\u0026ns\u003d1\u0026abbucket\u003d16#detail,39.90,0.00,新疆阿克苏,3,,爱你一生13142004,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
陳太食养橙可味精选吊干非新疆杏干天然无核健康杏脯蜜饯零食小吃,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2208732428295/O1CN01Mj8inF2B9A5dWAKgv_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d627407423613\u0026ns\u003d1\u0026abbucket\u003d16,24.90,0.00,广东广州,3,31,橙可味旗舰店,['尚天猫，就购了']
三只松鼠吊干杏干500g杏脯非新疆杏肉干无红杏干天然酸甜果干零食,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2212790973415/O1CN01up48nX1b67HLO1nTt_!!2212790973415.jpg,https://item.taobao.com/item.htm?id\u003d658533396639\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.55,100.00,浙江杭州,3,1,直销坚果零食掌柜,[]
良品铺子吊干杏干500g杏脯非新疆杏肉干无红杏干添加天然酸甜果干,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/847935334/O1CN01OFt3881pH1KLZN3Mv_!!847935334.jpg,https://item.taobao.com/item.htm?id\u003d657982478140\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.80,100.00,浙江杭州,3,8,云中飞城,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
良品铺子吊干杏干500g杏脯非新疆杏肉干无红杏干天然酸甜果干零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2212790973415/O1CN01up48nX1b67HLO1nTt_!!2212790973415.jpg,https://item.taobao.com/item.htm?id\u003d659740379804\u0026ns\u003d1\u0026abbucket\u003d16#detail,18.55,100.00,浙江杭州,3,2,直销坚果零食掌柜,[]
【新疆直发】西域果园大漠马卡龙杏包仁树上干杏干伊犁包装3袋装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3064609391/O1CN01pAOkER2JF8Akt6hxs_!!3064609391.jpg,https://item.taobao.com/item.htm?id\u003d659322504148\u0026ns\u003d1\u0026abbucket\u003d16#detail,39.90,0.00,新疆乌鲁木齐,3,2,富朔联创电子商务有限公司,[]
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核420g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2211340469078/O1CN01vbz35f2GvmD6ZW5zR_!!2211340469078.jpg,https://detail.tmall.com/item.htm?id\u003d652749133207\u0026ns\u003d1\u0026abbucket\u003d16,119.00,18.00,江苏常州,3,17,小小的我旗舰店,"['尚天猫，就购了', '当季新品']"
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核280g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2211340469078/O1CN016LcCs92GvmDAsdte1_!!2211340469078.jpg,https://detail.tmall.com/item.htm?id\u003d653504371637\u0026ns\u003d1\u0026abbucket\u003d16,79.00,18.00,江苏常州,3,9,小小的我旗舰店,"['尚天猫，就购了', '当季新品']"
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核112g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2211340469078/O1CN014wyH1E2GvmD29apBI_!!2211340469078.jpg,https://detail.tmall.com/item.htm?id\u003d652317808843\u0026ns\u003d1\u0026abbucket\u003d16,32.00,18.00,江苏常州,3,6,小小的我旗舰店,"['尚天猫，就购了', '当季新品']"
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核196g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2211340469078/O1CN01bzknkD2GvmD98n2Rh_!!2211340469078.jpg,https://detail.tmall.com/item.htm?id\u003d653503055972\u0026ns\u003d1\u0026abbucket\u003d16,56.00,18.00,江苏常州,3,2,小小的我旗舰店,"['尚天猫，就购了', '当季新品']"
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核168g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2211340469078/O1CN01EaBZHl2GvmD8AMjas_!!2211340469078.jpg,https://detail.tmall.com/item.htm?id\u003d652746789987\u0026ns\u003d1\u0026abbucket\u003d16,48.00,18.00,江苏常州,3,9,小小的我旗舰店,"['尚天猫，就购了', '当季新品']"
新疆甜杏干农家风干大杏干无添加天然原味特级大黑杏大白杏500g,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2348604662/O1CN01Y7OA1y1kJFA96Facj_!!2348604662.jpg,https://item.taobao.com/item.htm?id\u003d631789030702\u0026ns\u003d1\u0026abbucket\u003d16#detail,21.00,0.00,新疆阿克苏,3,44,丝路果韵,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
新疆红杏干杏脯500g无吊干杏杏肉添加天然酸杏子休闲零食果脯蜜饯,https:https://picasso.alicdn.com/imgextra/O1CNA19opnWe1HNFnDyjM7w_!!2208248960745-0-psf.jpg,https://detail.tmall.com/item.htm?id\u003d662357231646\u0026ns\u003d1\u0026abbucket\u003d16,39.90,10.00,广东揭阳,3,,梅味多旗舰店,"['尚天猫，就购了', '当季新品']"
新疆散装新货特级库车小白杏吊干杏无添加吊死干无糖500g果脯干果,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2452056078/O1CN01hpNLlk1ullzh4JRdn_!!2452056078.jpg,https://item.taobao.com/item.htm?id\u003d638480393472\u0026ns\u003d1\u0026abbucket\u003d16#detail,27.88,0.00,新疆伊犁,3,22,李老姜,"['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心', '公益宝贝']"
。吊干杏干500g杏脯非新疆杏肉干无红杏干添加天然酸甜果干蜜饯零,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2210880701189/O1CN01QWVMz31Kebb29Jzts_!!2210880701189.jpg,https://item.taobao.com/item.htm?id\u003d640324104259\u0026ns\u003d1\u0026abbucket\u003d16#detail,15.46,25.00,浙江杭州,3,14,命名食品店,[]
新疆甘肃特产伊犁李广吊死干杏干无糖无添加天然树上干杏特级500g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2087005153/O1CN011i4aLZ1nw7e3ByOet_!!2087005153.jpg,https://item.taobao.com/item.htm?id\u003d656943714990\u0026ns\u003d1\u0026abbucket\u003d16#detail,33.80,0.00,新疆乌鲁木齐,3,18,li李小凡,[]
新疆特产500g无添加手工天然零吊干杏黑杏干杏脯夹核桃仁杏包仁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/729016289/O1CN019MvG7H1wKPUA4GVFX_!!729016289.jpg,https://item.taobao.com/item.htm?id\u003d628623092676\u0026ns\u003d1\u0026abbucket\u003d16#detail,35.00,0.00,新疆和田,3,1,吴宇佳886,['公益宝贝']
新货红杏干杏脯500g吊干杏肉非新疆杏肉干酸杏子休闲零食果脯蜜饯,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208513164704/O1CN01JcjsWG1kcTm9k6Fcc_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d644134194775\u0026ns\u003d1\u0026abbucket\u003d16,13.70,20.00,浙江杭州,3,36,壹知味旗舰店,"['尚天猫，就购了', '公益宝贝']"
新疆特产小红杏杏条酸甜口无添加500克,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2209770279043/O1CN011EqJy72GfkIiFKIrl_!!2209770279043.jpg,https://item.taobao.com/item.htm?id\u003d643533912669\u0026ns\u003d1\u0026abbucket\u003d16#detail,29.90,0.00,新疆伊犁,3,1,马姑娘严选好物,[]
500g杏包仁新疆杏脯肉夹核桃天然吊死杏干夹核桃仁干果零食蜜饯,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/53831365/O1CN013ctuhE1LxDE08oE8I_!!53831365.jpg,https://item.taobao.com/item.htm?id\u003d615901876506\u0026ns\u003d1\u0026abbucket\u003d16#detail,36.60,0.00,新疆乌鲁木齐,3,2,wubo132,[]
简农新疆无核杏干2021新品新疆特产杏干120g4袋休闲小零食包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1726993517/O1CN01sS19l31bqpeligZ4e_!!1726993517.jpg,https://item.taobao.com/item.htm?id\u003d651667009375\u0026ns\u003d1\u0026abbucket\u003d16#detail,14.80,999.00,浙江金华,3,17,tb54348440,[]
无核杏干果脯杏肉杏脯红杏干非新疆吊干添加蜜饯零食天然酸果干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2212611990243/O1CN01o3wBhD1DfKxCsc4Fh_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d657112143626\u0026ns\u003d1\u0026abbucket\u003d16,25.16,25.00,浙江杭州,3,1,克拉日记旗舰店,"['尚天猫，就购了', '当季新品']"
新疆吊干杏四团树上干杏脯吊死干特级杏干2斤无添加天然杏子杏仁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212611990243/O1CN019GrFHE1DfKx4SaoNY_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d656632170646\u0026ns\u003d1\u0026abbucket\u003d16,53.37,25.00,浙江杭州,3,1,克拉日记旗舰店,"['尚天猫，就购了', '当季新品']"
杏埔肉.吊干杏干新疆 新鲜杏干肉杏埔干杏果果脯水果干红杏干,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2212611990243/O1CN01elL6fM1DfKx5eEtLF_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d656786834444\u0026ns\u003d1\u0026abbucket\u003d16,40.26,25.00,浙江杭州,3,,克拉日记旗舰店,"['尚天猫，就购了', '当季新品']"
麦德龙荟食(FINE LIFE)新疆杏脯250g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/421708108/O1CN01omdizf29lVyYWSOYk_!!421708108.jpg,https://item.taobao.com/item.htm?id\u003d577271444158\u0026ns\u003d1\u0026abbucket\u003d16#detail,21.90,20.00,上海,3,15,纯色新西兰,['金牌卖家从千万卖家中脱颖而出，会为您的购物体验带来更多信任和安心']
吊干杏干500g杏脯非新疆杏肉干无红杏干添加天然酸甜果干蜜饯零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212449165384/O1CN01w4D5cc1pdv7K3llb0_!!2212449165384.jpg,https://item.taobao.com/item.htm?id\u003d652979821605\u0026ns\u003d1\u0026abbucket\u003d16#detail,13.80,25.00,浙江杭州,3,,正雪食品,['公益宝贝']
。吊干杏干500g杏脯非新疆杏肉干无红杏干添加天然酸甜果干蜜饯零,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2212483075334/O1CN01EIlfyt1pH1KkkOXDc_!!2212483075334.jpg,https://item.taobao.com/item.htm?id\u003d658974881249\u0026ns\u003d1\u0026abbucket\u003d16#detail,17.36,999.00,浙江杭州,3,4,琳怡食品店,[]
