raw_title,detail_url,view_price,view_fee,item_loc,view_sales,comment_count,user_id,nick,icon,comment_url,shopLink,shopcard.isTmall
吊干杏干500g杏脯非新疆杏肉干无红杏干添加天然酸甜果干蜜饯零食,//detail.tmall.com/item.htm?id=621668204761&ns=1&abbucket=10,13.8,100.0,浙江 杭州,10000,32451.0,4070486739,每果时光旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=621668204761&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4070486739,True
新疆红杏干杏脯500g无吊干杏杏肉添加天然酸杏子休闲零食果脯蜜饯,//detail.tmall.com/item.htm?id=627064637550&ns=1&abbucket=10,13.8,30.0,安徽 宣城,6000,35977.0,4070242128,蜜禾食品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=627064637550&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4070242128,True
新疆特产土耳其大黑杏干甜杏干杏脯无核杏肉500g包邮,//item.taobao.com/item.htm?id=546018892373&ns=1&abbucket=10#detail,29.9,0.0,新疆 乌鲁木齐,5000,25881.0,178074208,新疆超级风味特产,['金牌卖家'],//item.taobao.com/item.htm?id=546018892373&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=178074208,False
新疆特产杏干无添加天然土耳其大黑杏脯无核无糖杏肉果脯零食500g,//item.taobao.com/item.htm?id=633095559175&ns=1&abbucket=10#detail,35.6,0.0,新疆 乌鲁木齐,5000,20508.0,696518549,快乐的小吖伟,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=633095559175&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=696518549,False
吊干杏干不添加然天新疆特产2021年新货特树上干杏脯级新疆杏干,//item.taobao.com/item.htm?id=580592380852&ns=1&abbucket=10#detail,16.5,0.0,新疆 阿克苏,4000,44147.0,3986630908,疆南味道,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=580592380852&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3986630908,False
新疆吊干杏四团2021新货特新鲜无工业添加树上干然天晾晒吊杏干,//item.taobao.com/item.htm?id=624964017357&ns=1&abbucket=10#detail,29.9,150.0,新疆 阿克苏,3000,13516.0,2207854328372,枣农儿干果,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=624964017357&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207854328372,False
新边界土耳其杏干新疆吊干杏干果干红杏干酸甜杏肉无杏脯添加天然,//detail.tmall.com/item.htm?id=597777846349&ns=1&abbucket=10,15.99,15.0,新疆 乌鲁木齐,3000,7656.0,2024228961,新边界旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=597777846349&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2024228961,True
倍滋倍味 土耳其黑杏干天然无添加杏脯无核杏肉干特产新疆吊干杏,//detail.tmall.com/item.htm?id=618801451119&ns=1&abbucket=10,19.8,999.0,浙江 杭州,3000,3007.0,2207967778388,倍滋倍味旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=618801451119&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207967778388,True
新疆红杏干添加500g孕妇零食办公室无核杏肉干果脯蜜饯酸杏脯杏子,//detail.tmall.com/item.htm?id=653119438462&ns=1&abbucket=10,13.8,20.0,安徽 黄山,3000,3294.0,2212025643249,徽味情旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=653119438462&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2212025643249,True
新疆杏干伊犁吊死干杏干无添加天然特级自然风干树上干杏新疆特产,//item.taobao.com/item.htm?id=573655133080&ns=1&abbucket=10#detail,29.5,0.0,新疆 乌鲁木齐,2000,15682.0,2481880438,大漠果农木子特产店,['金牌卖家'],//item.taobao.com/item.htm?id=573655133080&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2481880438,False
新疆吊干杏干无核杏脯500g天然树上大杏干年新货休闲零食蜜饯,//detail.tmall.com/item.htm?id=632742641909&ns=1&abbucket=10,24.8,200.0,浙江 杭州,2000,5553.0,3316906087,香先笙旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=632742641909&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3316906087,True
小小的我新疆甜杏肉160g孕妇零食杏干果干果脯天然无添加无核酸甜,//detail.tmall.com/item.htm?id=642087026131&ns=1&abbucket=10,36.9,18.0,江苏 常州,1000,60923.0,2211340469078,小小的我旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=642087026131&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2211340469078,True
丝路印象干果新疆果脯新疆杏干杏脯无核果脯杏肉脯孕妇休闲零食,//item.taobao.com/item.htm?id=612168115383&ns=1&abbucket=10#detail,20.0,0.0,新疆 伊犁,1000,128.0,4068140348,tb189116477,[],//item.taobao.com/item.htm?id=612168115383&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4068140348,False
日式杏干500g非新疆吊干杏脯肉无红杏干添加天然酸甜果干蜜饯零食,//detail.tmall.com/item.htm?id=629637431019&ns=1&abbucket=10,11.8,20.0,浙江 杭州,1000,6641.0,2207911828053,抢鲜季旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=629637431019&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207911828053,True
吊干杏干土耳其黑杏干新疆无核杏肉杏脯无添加天然果干蜜饯小零食,//detail.tmall.com/item.htm?id=655939095141&ns=1&abbucket=10,9.9,15.0,广东 惠州,1000,1288.0,2206443030742,同甘同味旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=655939095141&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2206443030742,True
红杏干杏脯500g罐装新疆吊干杏杏肉树上酸杏子孕妇零食果脯蜜饯TP,//detail.tmall.com/item.htm?id=651048591990&ns=1&abbucket=10,12.8,20.0,浙江 杭州,1000,1373.0,2942872819,棠品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=651048591990&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2942872819,True
简农杏干新疆无核杏树杏干天然大果干 独立包装休闲小零食120g,//item.taobao.com/item.htm?id=661390491947&ns=1&abbucket=10#detail,15.9,200.0,广东 珠海,1000,309.0,2200580251937,星级老钟驾到,"['全球购', '金牌卖家']",//item.taobao.com/item.htm?id=661390491947&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200580251937,False
吊干杏干新疆特产杏干无添加天然2021年新货新疆杏干特级四团杏干,//item.taobao.com/item.htm?id=641724492871&ns=1&abbucket=10#detail,23.5,0.0,新疆 阿克苏,1000,9506.0,2121093602,ali111620146,[],//item.taobao.com/item.htm?id=641724492871&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2121093602,False
膳源泽金杏干孕妇无添加剂新疆偏酸无核吊干高阳杏脯零食旗舰店,//detail.tmall.com/item.htm?id=649876779393&ns=1&abbucket=10,34.8,8.0,辽宁 沈阳,900,1740.0,2209103155923,膳源泽旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=649876779393&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2209103155923,True
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子休闲零食袋装果脯蜜饯,//detail.tmall.com/item.htm?id=647304860777&ns=1&abbucket=10,18.8,999.0,浙江 杭州,800,397.0,2207967778388,倍滋倍味旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=647304860777&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207967778388,True
新疆杏包仁大漠马卡龙天然吊死杏干夹核桃仁甘草杏脯杏肉树上干杏,//detail.tmall.com/item.htm?id=627814902037&ns=1&abbucket=10,29.9,0.0,新疆 乌鲁木齐,800,17665.0,2211952203,铭果世嘉旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=627814902037&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2211952203,True
2021杏干无杏肉添加天然糖500g偏酸红杏干杏脯新疆杏子干零食果脯,//detail.tmall.com/item.htm?id=647269103363&ns=1&abbucket=10,28.9,50.0,浙江 杭州,800,2850.0,4161365599,抱抱你旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=647269103363&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4161365599,True
新疆杏干树上干杏天然级无添加四团吊干杏吊死杏干500g特产新货,//detail.tmall.com/item.htm?id=610844735589&ns=1&abbucket=10,32.0,0.0,新疆 乌鲁木齐,700,12847.0,2206691970950,疆瀚旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=610844735589&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2206691970950,True
杏干500g散装无核红杏条添加天然杏子酸甜蜜饯果干鲜杏脯肉非新疆,//detail.tmall.com/item.htm?id=625883739176&ns=1&abbucket=10,11.8,25.0,浙江 杭州,700,3024.0,3099733994,春江月食品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=625883739176&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3099733994,True
新疆库车小白杏干今年新货树上吊干杏无添加无糖特级500g果脯干果,//item.taobao.com/item.htm?id=624233467653&ns=1&abbucket=10#detail,36.0,0.0,新疆 阿克苏,700,3982.0,1604897299,唐大文73,['金牌卖家'],//item.taobao.com/item.htm?id=624233467653&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1604897299,False
红杏干新疆偏酸果干果脯肉净重500g杏脯干吊干杏肉孕妇无核杏子干,//detail.tmall.com/item.htm?id=654508228234&ns=1&abbucket=10,13.8,10.0,安徽 黄山,600,724.0,3242194549,凡派旗舰店,"['天猫宝贝', '新品', '公益宝贝']",//detail.tmall.com/item.htm?id=654508228234&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3242194549,True
新疆喀什英吉沙杏肉干无加糖无添加天然吊干杏干酸甜无核杏肉258g,//item.taobao.com/item.htm?id=644556820619&ns=1&abbucket=10#detail,24.9,0.0,新疆 乌鲁木齐,600,3805.0,389818823,莉莉娅8899,['金牌卖家'],//item.taobao.com/item.htm?id=644556820619&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=389818823,False
新疆红杏干无核500g杏仁果脯罐装酸甜杏儿肉蜜饯孕妇儿童零食小吃,//detail.tmall.com/item.htm?id=639659165133&ns=1&abbucket=10,13.8,18.0,安徽 芜湖,600,3977.0,2209238136606,知山集旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=639659165133&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2209238136606,True
新疆吊干杏四团树上干杏脯吊死干特级杏干2斤无添加天然杏子杏仁,//item.taobao.com/item.htm?id=657872047438&ns=1&abbucket=10#detail,25.6,0.0,新疆 阿克苏,600,321.0,126441306,136692666qq,"['金牌卖家', '分组-服务', '公益宝贝']",//item.taobao.com/item.htm?id=657872047438&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=126441306,False
杏干偏酸无核红杏子干添加天然糖500g非新疆杏肉杏脯孕妇零食果脯,//detail.tmall.com/item.htm?id=649389867428&ns=1&abbucket=10,12.8,20.0,山西 太原,600,486.0,2949829967,问君旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=649389867428&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2949829967,True
土耳其大黑杏干500g新疆特级天然无添加无核杏脯进口零食特产包邮,//item.taobao.com/item.htm?id=588622878309&ns=1&abbucket=10#detail,35.6,0.0,新疆 乌鲁木齐,500,4950.0,2481880438,大漠果农木子特产店,['金牌卖家'],//item.taobao.com/item.htm?id=588622878309&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2481880438,False
250g新疆特产树上干小白杏干天然非糖渍吊孕妇零食干果甜杏死干杏,//item.taobao.com/item.htm?id=1432516033&ns=1&abbucket=10#detail,16.9,10.0,新疆 乌鲁木齐,500,4476.0,112718343,阿凡提新疆特产总店,"['金牌卖家', '分组-服务', '公益宝贝']",//item.taobao.com/item.htm?id=1432516033&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=112718343,False
无核红杏干果脯新疆金杏肉酸杏脯添加天然树上吊干杏果干蜜饯零食,//detail.tmall.com/item.htm?id=650510109116&ns=1&abbucket=10,17.8,99.0,浙江 杭州,500,506.0,2212019278232,柒小胖旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=650510109116&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2212019278232,True
树上风干杏新疆杏子抱抱果500g杏脯夹核桃仁杏包仁吊干杏肉夹果仁,//item.taobao.com/item.htm?id=607885711712&ns=1&abbucket=10#detail,38.9,0.0,新疆 吐鲁番,500,8035.0,2369065070,taidi1958,['金牌卖家'],//item.taobao.com/item.htm?id=607885711712&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2369065070,False
新疆特产土耳其特级大黑杏干无添加天然无糖杏脯无核甜杏肉500g,//item.taobao.com/item.htm?id=562638551096&ns=1&abbucket=10#detail,36.8,0.0,新疆 乌鲁木齐,500,2709.0,711480404,huanhuantete,['金牌卖家'],//item.taobao.com/item.htm?id=562638551096&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=711480404,False
新疆黑杏干无添加树上吊干大黑杏干无糖天然大丑杏干特级果干500g,//item.taobao.com/item.htm?id=580876853924&ns=1&abbucket=10#detail,32.9,0.0,新疆 乌鲁木齐,500,4838.0,389818823,莉莉娅8899,['金牌卖家'],//item.taobao.com/item.htm?id=580876853924&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=389818823,False
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子孕妇零食水果干果脯蜜饯,//detail.tmall.com/item.htm?id=627104420050&ns=1&abbucket=10,15.8,999.0,浙江 杭州,500,2581.0,2207547934781,签果旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=627104420050&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207547934781,True
新疆直邮特大无添加天然黑杏干土耳其杏干树上无核杏脯杏肉500g,//item.taobao.com/item.htm?id=609074510518&ns=1&abbucket=10#detail,62.5,0.0,新疆 吐鲁番,500,6100.0,1577699827,a306006417,['金牌卖家'],//item.taobao.com/item.htm?id=609074510518&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1577699827,False
山西特产休闲零食杏肉杏条阳高杏脯500g×3袋无核新疆杏干无添加,//item.taobao.com/item.htm?id=545389602495&ns=1&abbucket=10#detail,50.8,45.0,山西 大同,400,2087.0,2484296950,山西阳高特产店,['公益宝贝'],//item.taobao.com/item.htm?id=545389602495&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2484296950,False
【包邮】新边界土耳其杏干红杏脯杏肉果脯天然无酸新疆吊杏干添加,//detail.tmall.com/item.htm?id=650644763820&ns=1&abbucket=10,39.9,5.0,上海,400,333.0,725677994,天猫超市,['天猫宝贝'],//detail.tmall.com/item.htm?id=650644763820&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=725677994,True
新疆金杏干果脯杏脯蜜饯水果干低糖红杏干天然无核偏酸甜红杏零食,//detail.tmall.com/item.htm?id=652491032273&ns=1&abbucket=10,14.8,200.0,山东 临沂,400,1609.0,2200735679685,兔千金旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=652491032273&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200735679685,True
新疆吊死干杏干500g无添加天然无糖特级树上干杏伊犁四团2021新货,//item.taobao.com/item.htm?id=632822479798&ns=1&abbucket=10#detail,29.6,0.0,新疆 乌鲁木齐,400,2197.0,696518549,快乐的小吖伟,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=632822479798&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=696518549,False
无核大红杏脯杏干500g新疆特产杏肉干树上酸杏子休闲零食果脯蜜饯,//item.taobao.com/item.htm?id=637967968665&ns=1&abbucket=10#detail,10.8,200.0,山东 菏泽,400,468.0,2908695715,丁丁邮箱201511048,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=637967968665&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2908695715,False
骆驼大叔黑杏干杏脯天然无添加非新疆特产酸甜树上吊死干包邮,//detail.tmall.com/item.htm?id=596763326312&ns=1&abbucket=10,14.8,25.0,新疆 乌鲁木齐,400,1361.0,2201275437245,骆驼大叔旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=596763326312&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2201275437245,True
250g无添加大黑杏脯杏肉干无核杏脯肉天然孕妇零食新疆特产杏脯干,//item.taobao.com/item.htm?id=575915958611&ns=1&abbucket=10#detail,17.9,10.0,新疆 乌鲁木齐,400,2669.0,112718343,阿凡提新疆特产总店,"['金牌卖家', '分组-服务', '公益宝贝']",//item.taobao.com/item.htm?id=575915958611&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=112718343,False
土耳其风味杏干500g树上天然吊干杏脯无核新疆特产零食小吃散装,//item.taobao.com/item.htm?id=610748746512&ns=1&abbucket=10#detail,18.9,15.0,山东 济宁,400,4299.0,3853608348,百味零食,[],//item.taobao.com/item.htm?id=610748746512&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3853608348,False
新疆杏干无糖精果干天然孕妇零食杏肉无核偏酸无添加特产果脯杏脯,//item.taobao.com/item.htm?id=592022020441&ns=1&abbucket=10#detail,18.9,999.0,北京,300,2971.0,2200830639083,打地鼠坚果店,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=592022020441&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200830639083,False
土耳其大杏干杏脯非新疆树上干杏无核杏干特产天然杏肉零食非蜜饯,//detail.tmall.com/item.htm?id=649636739757&ns=1&abbucket=10,43.2,0.0,新疆 乌鲁木齐,300,461.0,1061537639,丝路亚心旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=649636739757&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1061537639,True
新疆杏干2斤杏脯吊干无红杏干添加天然酸甜杏仁果干杏肉蜜饯零食,//detail.tmall.com/item.htm?id=658164153068&ns=1&abbucket=10,15.8,0.0,陕西 西安,300,269.0,2200631394210,哆哆瞄旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=658164153068&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200631394210,True
21年新货四团吊干杏新疆特产树上干杏天然无添加杏干新疆杏干特级,//item.taobao.com/item.htm?id=594350420069&ns=1&abbucket=10#detail,23.0,0.0,新疆 阿克苏,300,1595.0,305689457,生活的静士,['公益宝贝'],//item.taobao.com/item.htm?id=594350420069&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=305689457,False
无核大杏干土耳其杏脯杏肉无糖无添加杏子干新疆特产休闲零食500g,//item.taobao.com/item.htm?id=607671662031&ns=1&abbucket=10#detail,33.9,0.0,新疆 吐鲁番,300,2590.0,2369065070,taidi1958,['金牌卖家'],//item.taobao.com/item.htm?id=607671662031&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2369065070,False
阿凡提新疆杏干树上干杏伊犁自然吊杏肉零食果脯蜜饯食品新货杏脯,//detail.tmall.com/item.htm?id=650102720862&ns=1&abbucket=10,23.9,0.0,新疆 乌鲁木齐,300,638.0,2211920448553,阿凡提食品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=650102720862&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2211920448553,True
新疆特产伊犁树上杏干吊死干杏脯干杏肉500g包邮,//item.taobao.com/item.htm?id=577878937754&ns=1&abbucket=10#detail,28.8,0.0,新疆 乌鲁木齐,300,1979.0,178074208,新疆超级风味特产,['金牌卖家'],//item.taobao.com/item.htm?id=577878937754&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=178074208,False
新疆特产吊干杏干特级库车小白杏干无添加天然晾晒吊死干无糖500g,//item.taobao.com/item.htm?id=43520290573&ns=1&abbucket=10#detail,39.5,0.0,新疆 乌鲁木齐,300,2805.0,711480404,huanhuantete,['金牌卖家'],//item.taobao.com/item.htm?id=43520290573&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=711480404,False
土耳其杏干无核大杏脯新疆特产黑杏干500g天然无添加孕妇零食干果,//detail.tmall.com/item.htm?id=590267040669&ns=1&abbucket=10,19.9,100.0,湖北 武汉,300,1363.0,2502405121,瓜慕香看旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=590267040669&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2502405121,True
小小的我新疆甜杏肉100g孕妇零食杏干果干果脯天然无添加无核酸甜,//detail.tmall.com/item.htm?id=651793650271&ns=1&abbucket=10,19.9,18.0,江苏 常州,300,250.0,2211340469078,小小的我旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=651793650271&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2211340469078,True
21新货新疆大杏干特级天然无添加吊干杏500g无糖自然农家特产包邮,//item.taobao.com/item.htm?id=615041110138&ns=1&abbucket=10#detail,32.5,0.0,新疆 乌鲁木齐,300,2608.0,2481880438,大漠果农木子特产店,['金牌卖家'],//item.taobao.com/item.htm?id=615041110138&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2481880438,False
新疆阿克苏四团吊干杏特级树上杏干无添加天然500g吊死干原味精选,//item.taobao.com/item.htm?id=654813955943&ns=1&abbucket=10#detail,19.8,0.0,新疆 乌鲁木齐,300,992.0,3039266567,南北疆总店,[],//item.taobao.com/item.htm?id=654813955943&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3039266567,False
杏干杏脯500g红杏干无果脯新疆添加黄杏肉仁天然酸甜果干蜜饯零食,//detail.tmall.com/item.htm?id=631888316676&ns=1&abbucket=10,17.8,30.0,浙江 杭州,300,2091.0,3075990848,恒超旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=631888316676&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3075990848,True
杏干杏脯500g非新疆杏子肉果脯干无核添加红杏干酸甜果干蜜饯零食,//detail.tmall.com/item.htm?id=639139295923&ns=1&abbucket=10,15.8,20.0,浙江 杭州,300,1504.0,2200533709948,比比妙旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=639139295923&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200533709948,True
新疆杏干500g罐装零食小吃休闲食品无核添加天然果脯吊干偏酸蜜饯,//detail.tmall.com/item.htm?id=657452654124&ns=1&abbucket=10,24.8,200.0,浙江 杭州,300,328.0,3316906087,香先笙旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=657452654124&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3316906087,True
新疆杏干特级无添加天然新鲜无糖酸树上干杏2021年新货四团吊干杏,//item.taobao.com/item.htm?id=627805277837&ns=1&abbucket=10#detail,39.9,0.0,新疆 阿克苏,300,884.0,2207483444038,tb5455899075,['金牌卖家'],//item.taobao.com/item.htm?id=627805277837&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207483444038,False
土耳其大黑杏干儿甜非新疆杏肉添加无天然杏脯孕妇无核非吊干杏,//detail.tmall.com/item.htm?id=641591884985&ns=1&abbucket=10,15.9,150.0,新疆 乌鲁木齐,300,2078.0,3429272592,尚蜜特食品旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=641591884985&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3429272592,True
杏干500g吊干杏脯新疆树上干红杏子肉蜜饯果脯酸甜儿童孕妇零食,//detail.tmall.com/item.htm?id=642735910492&ns=1&abbucket=10,12.8,0.0,浙江 杭州,300,7346.0,4011009334,果仁乐旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=642735910492&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4011009334,True
黑杏干杏脯天然无添加糖散装非新疆特产酸甜树上吊死干包邮零食,//item.taobao.com/item.htm?id=544175687017&ns=1&abbucket=10#detail,33.0,30.0,新疆 乌鲁木齐,200,1504.0,2451518457,西域骆驼大叔,"['金牌卖家', '分组-服务']",//item.taobao.com/item.htm?id=544175687017&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2451518457,False
【西域美农_树上杏干200g】新疆特产干果杏脯大白干杏办公室零食,//detail.tmall.com/item.htm?id=588490441971&ns=1&abbucket=10,13.99,999.0,陕西 咸阳,200,956.0,736093685,西域美农旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=588490441971&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=736093685,True
新疆2021年吊干杏干新货阿克苏四团树上新疆杏干产地直发包邮,//detail.tmall.com/item.htm?id=657970736666&ns=1&abbucket=10,68.0,0.0,新疆 巴音郭楞,200,256.0,3978709623,心疆农哥旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=657970736666&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3978709623,True
新疆特产杏干无添加天然土耳其大黑杏脯无核杏肉果脯零食500g,//item.taobao.com/item.htm?id=654709066279&ns=1&abbucket=10#detail,18.8,100.0,安徽 淮北,200,92.0,601705586,衣频道521,[],//item.taobao.com/item.htm?id=654709066279&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=601705586,False
蔚县杏干无添加糖张家口杏干天然新疆杏脯河北特产去核偏酸小零食,//item.taobao.com/item.htm?id=609202399185&ns=1&abbucket=10#detail,21.8,900.0,河北 张家口,200,1505.0,90333988,a806qweasd,[],//item.taobao.com/item.htm?id=609202399185&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=90333988,False
